"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",35,0.886093672623797,1.38440823198577,1.03510052116933e-05,0.00882840220033286,0.00851209298209547,148,"tags=31%, list=7%, signal=30%","S100a9/Ccl6/Elane/Ltf/Lgals3/Camp/Ccl9/Pf4/Ccl3/Pglyrp1/Ccl4"
"GO:0019730","antimicrobial humoral response",41,0.880366635738838,1.38068564671041,5.63396314684674e-06,0.00882840220033286,0.00851209298209547,148,"tags=34%, list=7%, signal=32%","S100a9/Ctsg/Ccl6/Elane/Slpi/Ltf/Lgals3/Camp/Ccl9/Wfdc17/Pf4/Ccl3/Pglyrp1/Ccl4"
"GO:0009605","response to external stimulus",498,0.689161686191076,1.12384252789589,1.11846311659622e-05,0.00882840220033286,0.00851209298209547,440,"tags=32%, list=22%, signal=34%","S100a8/Vim/S100a9/Itgam/Ctsg/Ctsc/Cybb/Lcn2/Sirpa/Tyrobp/Ccl6/Elane/Anxa1/Slpi/Spp1/Ltf/Lgals3/Pygl/Lyz2/Cd52/Mmp8/Camp/Ccl9/Sell/Cfp/Hp/Cd9/Alox5/Mpo/Ifitm6/Lpl/Itgb2l/Wfdc17/Cd33/Tnfrsf1b/Csf1r/Mpeg1/F2r/S100a4/Myc/Zfp36/Ceacam1/Ffar2/Mgst1/Pf4/Plaur/Ctla2a/Ccl3/Id2/Ccr2/Casp6/Ccr1/Pglyrp1/Ctss/Lsp1/Saa3/Lrg1/Gfi1/C3/Cd177/Fgl2/Slc7a5/Tiam1/Clec4e/Mgst2/Ccl4/Capg/Zmpste24/Socs3/Clec4d/Gzmb/Klhl6/C3ar1/Adam8/Cebpe/F7/Clec4a2/Il1rl1/Itgb3/Mrc1/Clec4n/Nrp1/Cd84/Padi4/Txnip/Ear6/Tnf/Pld3/Jun/Irf9/Cxcr2/Il17ra/Pla2g7/Osm/Bnip3/Mgll/Bst1/Ddt/Nkg7/Pld4/Fgr/Rara/Ly6a/Cd300lf/Pde2a/Irgm1/Rnase4/Ptger3/Perp/Cd200r1/Ier3/Chi3l1/Cd28/Trim30a/Kit/Capn2/Hgf/Fpr2/Cd200r4/Ubash3b/Gadd45a/Rasgrp4/AA467197/Gbp7/Cd74/Btg2/Fcnb/Satb1/Adora2b/Apobec1/Stx11/Bcl2/Pdcd1lg2/C5ar1/Ptger4/Mef2c/Metrnl/Flnb/Rab38/F11r/Mt2/Pvr/P2rx4/Padi2/Neurl3/Cd55/Klf4/Irak2/Lrp1/Fcer1a/Lgmn/Ppbp/Ets1/Nfkb2/Slc17a5/Tlr13/Trafd1/Trem2/Clec7a/Cmpk2/Ctr9"
"GO:0006952","defense response",376,0.694341472524928,1.12998635189522,2.58306995125991e-05,0.0152917741114587,0.0147438913796914,373,"tags=31%, list=19%, signal=31%","S100a8/Vim/S100a9/Itgam/Ctsg/Ctsc/Cybb/Ngp/Lcn2/Sirpa/Tyrobp/Ccl6/Elane/Anxa1/Slpi/Ltf/Lgals3/Lyz2/Mmp8/Camp/Ccl9/Cfp/Hp/Alox5/Mpo/Ifitm6/Lpl/Itgb2l/Wfdc17/Cd33/Tnfrsf1b/Csf1r/Mpeg1/F2r/Zfp36/Ceacam1/Ffar2/Pf4/Ctla2a/Ccl3/Ccr2/Casp6/Ccr1/Hmox1/Pglyrp1/Ctss/Lsp1/Saa3/Gfi1/C3/Cd177/Fgl2/Clec4e/Ccl4/Capg/Zmpste24/Socs3/Clec4d/Lipa/Gzmb/Ndst1/C3ar1/Adam8/Clec4a2/Il1rl1/Mrc1/Clec4n/Cd84/Padi4/Ear6/Tnf/Pld3/Jun/Irf9/Cxcr2/Il17ra/Pla2g7/Osm/Bnip3/Mgll/Bst1/Ddt/Nkg7/Pld4/Fgr/Cd300lf/Pde2a/Irgm1/Rnase4/Ptger3/Cd200r1/Ier3/Chi3l1/Cd28/Il1r2/Trim30a/Kit/Hgf/Fpr2/Cd200r4/Rasgrp4/Lat/Gbp7/Il1rn/Cd74/Fcnb/Adora2b/Apobec1/Stx11/Bcl2/C5ar1/Ptger4/Mef2c/Metrnl/Flnb"
"GO:0006959","humoral immune response",63,0.811193685492258,1.28976094329712,4.79877331544162e-05,0.0227269904219315,0.0219127143604061,148,"tags=29%, list=7%, signal=27%","S100a9/Ctsg/Ccl6/Elane/Slpi/Ltf/Lgals3/Camp/Ccl9/Cfp/Alox5/Wfdc17/Pf4/Ccl3/Ccr2/Pglyrp1/C3/Ccl4"
"GO:0006954","inflammatory response",216,0.717436984536493,1.15919589826568,6.59921266447253e-05,0.0260448926491182,0.0251117408232297,304,"tags=31%, list=15%, signal=30%","S100a8/S100a9/Itgam/Ctsc/Cybb/Lcn2/Sirpa/Tyrobp/Ccl6/Elane/Anxa1/Mmp8/Camp/Ccl9/Hp/Alox5/Lpl/Itgb2l/Cd33/Tnfrsf1b/Csf1r/F2r/Zfp36/Ffar2/Pf4/Ctla2a/Ccl3/Ccr2/Casp6/Ccr1/Hmox1/Pglyrp1/Ctss/Saa3/C3/Ccl4/Socs3/Lipa/Gzmb/Ndst1/C3ar1/Adam8/Il1rl1/Tnf/Pld3/Jun/Cxcr2/Il17ra/Pla2g7/Osm/Mgll/Bst1/Ddt/Nkg7/Pld4/Pde2a/Irgm1/Ptger3/Cd200r1/Ier3/Chi3l1/Cd28/Il1r2/Trim30a/Kit/Hgf/Fpr2/Cd200r4"
"GO:0040011","locomotion",274,0.70061467224568,1.13437218549194,0.000108857968958639,0.0368250957848652,0.0355057044618477,390,"tags=32%, list=20%, signal=30%","S100a8/Vim/S100a9/Itgam/Ctsg/Lcn2/Ccl6/Elane/Anxa1/Gata2/Spp1/Lgals3/Ccl9/Sell/Cd9/Alox5/Furin/Itgb2l/Gpnmb/Csf1r/F2r/S100a4/Myc/Vcl/Ceacam1/Ffar2/Pf4/Myadm/Ccl3/Ccr2/Ccr1/Hmox1/Lsp1/Saa3/C3/Dab2/Tiam1/Spint2/Ccl4/Cdkn1b/C3ar1/Adam8/F7/Itgb3/Nrp1/Ear6/Tnf/Jun/Cxcr2/Il17ra/Pla2g7/Bst1/Itga2b/Thy1/Podxl/Fgr/Ptger3/Perp/Cd200r1/Plxnc1/Gcnt1/Kit/Glul/Rras/Hgf/Fpr2/Gadd45a/Cd69/Rhoj/Il1rn/Dach1/Cd74/Fcnb/Adora2b/Plxnb2/Gcnt2/Bcl2/C5ar1/Iqsec1/Cdh1/Mitf/Gab2/Ptger4/Mef2c/Il6st/P2rx4/Padi2"
"GO:0070887","cellular response to chemical stimulus",397,0.682548021705436,1.1112332587007,0.000166644500018762,0.0493267720055536,0.0475594632290389,477,"tags=34%, list=24%, signal=32%","S100a8/Vim/S100a9/Itgam/Gstm1/Ctsg/Ly6c2/Cybb/Ctsb/Lcn2/Sirpa/Tyrobp/Ccl6/Anxa1/Ctsd/Spp1/Cyp11a1/Ltf/Lgals3/Mt1/Mmp8/Camp/Ccl9/Sell/Hp/Alox5/Mpo/Lpl/Itgb2l/Psap/Tnfrsf1b/Csf1r/Myc/Zfp36/Ceacam1/Ffar2/Mgst1/Pf4/Ccl3/Id2/Ccr2/Casp6/Ccr1/Akr1c13/Hmox1/Rnf149/Saa3/Gfi1/C3/Prkcb/Dab2/Slc7a5/Tiam1/Mgst2/Ccl4/Klf2/Socs3/Msra/Crip1/Cdkn1b/C3ar1/Aqp9/Socs1/Adam8/Cebpe/F7/Itgb3/Mrc1/Nrp1/Cd84/Tnf/Socs2/Jun/Cxcr2/Il17ra/Pla2g7/Hmgn3/Bnip3/Bst1/Rara/Ly6a/Pde2a/Irgm1/Akr1c18/Ptger3/Perp/Tcf7l2/Trim30a/Kit/Capn2/Car2/Hgf/Fpr2/Slc7a11/Cd69/Slc23a2/Cd74/Btg2/Fcnb/Bcl2/Pdcd1lg2/C5ar1/Itpr3/Cdh1/Ptger4/Mef2c/Mt2/P2rx4/Slc27a4/Padi2/C2cd2l/Ak4/Slc6a4/Cd55/Trim24/Klf4/Irak2/Lrp1/Lgmn/Ppbp/Trem2/Cmpk2/Ctr9/Map1lc3a/Cd68/Cd274/Zfp36l1/Irf8/Slc18a2/Serpinb6a/Havcr2/Prkca/Tlr2/Il6"
