grid,lambda,unlabeled,batch_size,orig_train_acc,orig_test_acc,mod1_train_acc,mod1_test_acc,mod1_avg_rank_train,mod1_avg_rank_test,mod2_train_acc,mod2_test_acc,mod2_avg_rank_train,mod2_avg_rank_test
grid_search_4,0.1,15,100,0.9980295566502463,0.13142857142857142,0.9976350019708317,0.1306122448979592,1.0023649980291682,2.5126530612244897,0.9976350019708317,0.1306122448979592,1.0023649980291682,2.5126530612244897
grid_search_4,0.1,15,120,1.0,0.13224489795918368,1.0,0.13142857142857142,1.0,2.3836734693877553,1.0,0.13142857142857142,1.0,2.3836734693877553
grid_search_4,0.1,15,150,1.0,0.11510204081632654,0.9996058336618053,0.11591836734693878,1.0003941663381948,2.2555102040816326,0.9996058336618053,0.11591836734693878,1.0003941663381948,2.2555102040816326
grid_search_4,0.1,15,170,1.0,0.12979591836734694,1.0,0.12979591836734694,1.0,2.364081632653061,1.0,0.12979591836734694,1.0,2.364081632653061
grid_search_4,0.1,15,80,0.9960591133004926,0.13795918367346938,0.9963539613716988,0.13714285714285715,1.0035474970437526,2.4236734693877553,0.9963539613716988,0.13714285714285715,1.0035474970437526,2.4236734693877553
grid_search_4,0.1,5,100,0.9788177339901478,0.12897959183673469,0.984627512810406,0.12897959183673469,1.016357903035081,2.862857142857143,0.984627512810406,0.12897959183673469,1.016357903035081,2.862857142857143
grid_search_4,0.1,5,120,0.9729064039408867,0.11673469387755102,0.9768427276310603,0.11673469387755102,1.0274931020890816,3.146122448979592,0.9768427276310603,0.11673469387755102,1.0274931020890816,3.146122448979592
grid_search_4,0.1,5,150,0.9605911330049262,0.10938775510204081,0.9671856523452897,0.10775510204081633,1.043358297201419,3.8016326530612243,0.9671856523452897,0.10775510204081633,1.043358297201419,3.8016326530612243
grid_search_4,0.1,5,170,0.9832512315270936,0.11836734693877551,0.9804887662593614,0.11836734693877551,1.0283799763500197,3.32734693877551,0.9804887662593614,0.11836734693877551,1.0283799763500197,3.32734693877551
grid_search_4,0.1,5,80,0.9650246305418719,0.12979591836734694,0.9718171068190776,0.12979591836734694,1.0300551832873472,3.170612244897959,0.9718171068190776,0.12979591836734694,1.0300551832873472,3.170612244897959
