Gene,C,Z,Pval,FDR
4930481A15Rik,0.008715260837733448,3.5760617,0.00017440466291379284,0.0008206030948041073
Dach1,0.03722616966372763,3.5683587,0.00017961227494284266,0.0008425448533682438
Ms4a2,0.022765701186538655,3.545844,0.0001956788487117167,0.0009151385432197506
Dusp4,0.02043788943802187,3.5394604,0.00020047294432360473,0.0009347352946172896
Sepw1,0.018452790111634733,3.5309284,0.00020705193439112335,0.0009625116950073842
5430435G22Rik,0.029719166744975014,3.5296478,0.00020805658234972162,0.0009642861960400271
Ctxn1,0.014071062397519622,3.5157409,0.0002192643835602808,0.0010131978082128796
Ets1,0.027064227756718934,3.4906068,0.00024096248890242796,0.001110148609586186
Ly86,0.049071814185338666,3.4822984,0.00024856471695196985,0.0011417750203016302
Vcan,0.09257195007020756,3.4687152,0.0002614767635805578,0.0011975326332032646
Frmd4b,0.016054799763999268,3.4440677,0.0002865160813227144,0.0013083389200223064
S1pr4,0.01868089371444365,3.4130323,0.0003212216442194142,0.0014625032507401565
Perp,0.02041235736916781,3.4057333,0.0003299329763991584,0.0014977602564982323
Tecpr1,0.01921515577390038,3.3774188,0.0003658478217162513,0.0016559427719788217
C3ar1,0.012103991305459541,3.3368647,0.00042364590646602485,0.0019119646157708644
Runx3,0.01894119500955492,3.319635,0.00045067619847706113,0.002028042893146775
Camk2a,0.013286920863024083,3.3013883,0.0004810382326396706,0.002158397635148435
Mfsd6,0.01919215439720139,3.267991,0.000541568923168492,0.002422973101343427
Ptger4,0.015701718836195734,3.2663996,0.0005446220823410071,0.002429610903354118
Ccl3,0.021201364562970285,3.2599425,0.0005571739513491974,0.002478463438760223
L1cam,0.018316185995858672,3.2358944,0.0006063110906379143,0.0026893110839756196
Crip1,0.01698648559029038,3.2267866,0.0006259439145578204,0.0027684605135300175
S100a9,0.09681529988984025,3.2245924,0.0006307605915170136,0.0027818159420750347
Cd96,0.015441969240161063,3.2212582,0.0006381456234832629,0.0028063904123638945
Rgs18,0.01968394812561341,3.2172537,0.0006471205253280009,0.00283779765781231
Gbp7,0.019488936565844318,3.1915925,0.0007074540982456928,0.0030936128363964195
Gm4349,0.028281166832437626,3.1783934,0.0007404684102880532,0.0032288594341574827
Ypel3,0.01785801646535934,3.1772354,0.0007434315776049723,0.0032326743880126325
Fam84b,0.016993629158755148,3.1745362,0.0007503807752165925,0.0032458923038160372
Flnb,0.02118439118553241,3.1744263,0.0007506650159987994,0.0032458923038160372
Rbp1,0.017688026480565316,3.158424,0.0007931235876365106,0.0034199312358253993
Hoxa10,0.014336588058598674,3.1308098,0.0008716251639408493,0.003747988204945652
Clec10a,0.012487768479691757,3.0951588,0.0009835376960399833,0.004217496824016328
Plscr2,0.014931760095336324,3.091666,0.0009951833596313108,0.004255645968810135
Gm12250,0.012998674218372423,3.0760744,0.0010487276411900012,0.004472260023587113
Clec4e,0.01792154586611234,3.0709722,0.0010668150622846846,0.004536894825320582
Tiam1,0.02219737454630384,3.0603054,0.0011055571495423321,0.004688773883538439
Lilrb3,0.04027850183899634,3.039034,0.00118669076981186,0.005019118337892785
Mndal,0.019161172081093407,3.0272577,0.0012339174385517795,0.005204643582774263
Rab37,0.011837914842172156,3.012706,0.0012946479869227856,0.0054459649015121524
Pknox2,0.04542303595774785,2.9454486,0.0016124334276644754,0.00676435486727536
Snhg4,0.014876142009968878,2.931695,0.001685588334961724,0.00705213714194797
Prdm1,0.01248640724780521,2.9302654,0.00169336291992255,0.007065568194178187
4931417G12Rik,0.013832441482181384,2.907006,0.0018245308447020047,0.007592402547308342
Slc7a3,0.012895173612344778,2.9027767,0.0018493511862315239,0.007675055325164608
Il1r2,0.024762930651528105,2.8945894,0.0018982737681603695,0.007857026184792119
Cx3cl1,0.00964517364457047,2.888775,0.001933727791413139,0.007982428322953438
Snn,0.014979543971128646,2.88162,0.0019781831972762285,0.00814422231219043
Ifitm6,0.03835944844276643,2.8750894,0.0020195655269275104,0.008292539617198372
Ly6d,0.01202655530194966,2.8420842,0.0022409828514755982,0.009177358344138164
Ptprg,0.014628637398848973,2.8406327,0.0022512069826568677,0.009186314449312631
Ltc4s,0.01381919248953812,2.8400903,0.002255038430709819,0.009186314449312631
Tmem215,0.012627637918326806,2.8360555,0.0022837252821128157,0.009278757839135534
Klhdc4,0.020597101348748054,2.8343782,0.002295747548577787,0.009303186401042968
Jhdm1d,0.025167886833161682,2.8214676,0.002390223024737264,0.009660744757945912
Neurl3,0.016232365808811912,2.8172152,0.0024221027561626184,0.009764101735780555
Nfatc2,0.017037777912528276,2.8161442,0.0024301920819460436,0.009771265825590845
Nfkb2,0.015869200505965724,2.8058493,0.0025092077222610924,0.010062833041606661
Slc7a11,0.02076362187280619,2.77445,0.0027647561171385603,0.011056154012893914
G0s2,0.03407301875278923,2.773695,0.0027711807215780614,0.011056154012893914
Fgl2,0.018837746295879407,2.7558327,0.002927146873422802,0.011648389100407448
C230081A13Rik,0.013891179265979683,2.7290633,0.003175725805227906,0.012605188580750765
Ddit4,0.0156530863146463,2.7231135,0.003233491438898988,0.012801648970372463
Itgam,0.02426515097138159,2.7212887,0.003251397319232586,0.012839701658602152
St3gal1,0.014544252774983949,2.7156777,0.0033070131795136476,0.013026097714725512
Osbpl5,0.0125009209196158,2.714525,0.0033185446874807916,0.013038343086853465
H2-DMa,0.013057268854980047,2.7076209,0.003388369557750871,0.013252658187640275
Irf6,0.01142674110909148,2.7074401,0.003390214885210303,0.013252658187640275
Pdzk1ip1,0.012159564217705665,2.6697018,0.003795931714452864,0.014801265224113435
Esm1,0.024622982815150678,2.6673865,0.0038221848638783375,0.014866186354984087
Fyn,0.013042288553358754,2.6634479,0.003867219894054739,0.01500365011528004
Lynx1,0.014133756466368845,2.6560743,0.003952809872576594,0.01529737420687142
Tmem216,0.02146829391649021,2.6513064,0.004009053408505648,0.01547634582635098
Hexb,0.015936849093373565,2.6467686,0.004063247344645044,0.015646534551021215
Ccr7,0.013841326526049011,2.6424584,0.0041153283033781626,0.01577204275033964
Ms4a6b,0.026589902888673633,2.6423852,0.004116217875411637,0.01577204275033964
Cd55,0.019459314013466417,2.6369252,0.004183063606873073,0.015988598675159303
Irf4,0.011179991166693212,2.6310012,0.0042566863430433454,0.016229927238992855
Fam101b,0.02273824870542538,2.6165519,0.0044411433130587185,0.01689162124966805
Clec4a1,0.02983613888053912,2.5881934,0.004824039475683227,0.018302973304798124
Bcl2l11,0.014124914508985002,2.5778942,0.004970221257258159,0.018811497570258264
Anxa6,0.013957173448929883,2.5752075,0.0050089987308832,0.01891202447660291
Lrrn3,0.009085348922765812,2.5691774,0.005097013007076033,0.019197508844169583
Gucy1a3,0.021026560469682407,2.5481803,0.005414323794804184,0.020343138918341934
Eomes,0.009122292497938379,2.5327995,0.005657783110732856,0.021206412240712978
Tbc1d16,0.013838701188039603,2.5234005,0.005811296589399954,0.021729195942973744
Tnfrsf9,0.009715243339563707,2.520079,0.005866426617189236,0.021882478080503462
Jakmip1,0.01049681367725683,2.5136378,0.005974654592634399,0.022232608916822234
Adpgk,0.014040915278282917,2.5081797,0.0060677472949442314,0.022524874850296573
Csgalnact1,0.020403470151744655,2.488064,0.006422029936495989,0.023783019956210027
Lpin1,0.009936850746039791,2.4744358,0.0066723400191799785,0.024651031860836767
Tgfbr3,0.012049334503905391,2.465094,0.006848863849536895,0.02524295533115027
Rilpl1,0.010298095735236754,2.462634,0.0068960295729824225,0.025356422277854607
Rasgrp4,0.01816999640252392,2.4590032,0.006966168602156318,0.025553623213597106
Papss2,0.027363039669724604,2.449743,0.0071479098964361085,0.02615830855717044
Apobec1,0.01268576458376257,2.4334126,0.0074786239619365905,0.027304032766693024
Shroom3,0.015964464341503535,2.4307098,0.007534638625213957,0.02744381315724989
Vash2,0.010451871739346686,2.428494,0.007580838479778845,0.027547272222294958
F10,0.034623302159950846,2.4239342,0.007676693085283896,0.027830259709647472
Clec4a3,0.033999805628687325,2.420033,0.00775954980330531,0.028064913774571546
Stx1a,0.012855271836280949,2.4143648,0.007881335523490157,0.028438944965880567
Jun,0.01772632792917226,2.4129705,0.00791154916756273,0.028481577003225827
Ndst1,0.01251291178714317,2.400538,0.008185496165701373,0.029399415462890318
8430408G22Rik,0.008854897146024691,2.3867848,0.008498218716971798,0.030425466666314887
P2ry14,0.012026870894832403,2.3862545,0.008510482601107459,0.030425466666314887
Ptprv,0.016999496885166804,2.3738194,0.008802580741765374,0.031397223475236866
Chst15,0.01588139324196986,2.3440063,0.009538924572888676,0.03394541434214177
Ppp1r16b,0.013937522003921315,2.3256598,0.010018354615133762,0.03556975445923638
Cox6b2,0.012951746606256354,2.3205354,0.010155965529821979,0.03597582297520463
Phf11b,0.010455897584155037,2.3115566,0.010401065943456855,0.03669939110373489
Lat,0.010965496219472468,2.3113182,0.010407643859521715,0.03669939110373489
Zmpste24,0.013333518866777803,2.3001096,0.01072100506551363,0.037718445094125225
Sertad1,0.013015077855381944,2.2961009,0.010835057720100216,0.03803326383382116
C3,0.02781108914065448,2.2895296,0.011024301157194936,0.03860999590800398
Il1b,0.019791148382863305,2.2838423,0.011190399600831045,0.03910324736362632
Rgs1,0.011553502357480684,2.2760599,0.011421213378826492,0.039819906104557226
Arhgap29,0.008892869510015812,2.2699225,0.011606142998164112,0.04037372890147876
Shank3,0.005106365399602897,2.2569337,0.012006109283551223,0.04167142863438855
Mt2,0.01301109430458093,2.251699,0.012170650876834202,0.042148025855345286
Ifi27l1,0.01147208499083245,2.2342744,0.012732512258731954,0.04399537717972559
Slc39a4,0.014330328505844519,2.2313821,0.012827913716813915,0.0441927400479208
Ttc39b,0.011686754856990916,2.230814,0.012846726758116513,0.0441927400479208
Tnk2,0.01566724641181206,2.2297323,0.012882610933963298,0.044217919569346315
Faah,0.011360577314552587,2.2288268,0.012912716813751097,0.044223198291342254
Hist1h1c,0.020180485436331535,2.221361,0.013163262801499286,0.0449817457322757
Fgd5,0.013256471090240881,2.212921,0.013451549613495067,0.04586563612707129
Ier3,0.014215983164712205,2.2031777,0.01379111354235081,0.04692009618364627
Map3k8,0.009370913413026496,2.2001922,0.013896630275051643,0.04717540277583321
Ctsb,0.01437875534535049,2.1970205,0.014009489982779512,0.047454464974491656
Ndst2,0.013550477973537218,2.1927798,0.01416162474172673,0.04783437447658188
Tbc1d8,0.018539170236812067,2.1921747,0.014183448245963232,0.04783437447658188
4933403G14Rik,0.009164922281007475,2.1823545,0.014541691643133396,0.048935953616457604
Gnb4,0.012549530663516361,2.1673462,0.015104231619946515,0.0507187647455037
Slc40a1,0.05678153083356489,2.1538956,0.015624179404897517,0.052351146577448826
Gadd45b,0.014730018221056736,2.1377182,0.01626981070098179,0.05439668890954603
Gp49a,0.014977680197216969,2.1328726,0.01646759006058776,0.05493928752971951
Selp,0.014611148375596749,2.131577,0.01652081748688534,0.05499093141610677
Aqp9,0.00990762110609616,2.1307683,0.016554117596838343,0.05499093141610677
Creb3l1,0.010764194537345577,2.118317,0.017074119629133105,0.056596867635755985
Mitf,0.011901717389117756,2.115123,0.017209731276746403,0.0569244957615458
Prickle3,0.011262021064418816,2.1113067,0.017372980671250135,0.05734194899593861
Irf7,0.011461173639287286,2.1045573,0.017664931981955904,0.05818152065546327
Mllt6,0.011226477362815873,2.091451,0.01824383040952982,0.059960614594378264
Gata1,0.01209717736297439,2.0884008,0.01838084585777527,0.060282943618296864
Padi4,0.013355676911760171,2.080467,0.018741360366659417,0.06133536119997627
Nrp1,0.01690667062786839,2.078284,0.01884160345776334,0.06153333787472078
Lipa,0.01387266698700878,2.068243,0.019308588083304674,0.06292567232201186
P2ry13,0.014180159434799219,2.0657756,0.019424834971222826,0.06317152213330449
Ecm1,0.011353111633536004,2.0633626,0.019539095339851677,0.06340989431046205
Mfhas1,0.009943814231254948,2.058385,0.019776600264003158,0.06404639583405207
Myo5c,0.011881799023323876,2.0543914,0.019968913146997506,0.06453419113058902
Eps8,0.01151526156706791,2.0389695,0.020726534990993434,0.06670433820608516
Mettl7a1,0.009700288802341799,2.038968,0.020726606380572974,0.06670433820608516
Ulk2,0.01016524105116598,2.0373511,0.020807433651752163,0.06682553380272271
H1fx,0.011438999422344259,2.0350893,0.020920946508464235,0.06705098384079221
Plek,0.013281496197267678,2.0318105,0.021086420789265235,0.06744169293756731
P2rx4,0.012713453262408574,2.01447,0.02198010048355472,0.07015504236812929
Emr1,0.018272724963573832,2.0110903,0.02215796091183703,0.07057720883029572
Ppp3cc,0.009448047839586355,2.0098908,0.022221374121004986,0.07063385449551482
Sytl1,0.024992612689024578,2.0050418,0.022479287258475377,0.0713072472871309
Mxd1,0.012487125066343235,1.9977388,0.022872490619501706,0.07240616662369866
Pilra,0.04105865196588976,1.9962113,0.022955464516215385,0.0725205287165335
Gm4951,0.007301221610802137,1.9801526,0.023843191698049482,0.07517161048590754
Pnpla7,0.017484495403340374,1.9440591,0.025944160300071017,0.0816291872855893
Trpm2,0.0132727999544391,1.9374989,0.02634219219991708,0.08261941449162198
Rara,0.015903464217488474,1.9365991,0.026397181872504505,0.08261941449162198
Dusp1,0.01070255011529476,1.9362426,0.026418998819995404,0.08261941449162198
Atp1b1,0.020369696302059693,1.9343258,0.026536540639585656,0.08281968731870686
Adam8,0.011670761895555963,1.9323171,0.026660187215665924,0.08303816863149065
Dpp4,0.007535431510621561,1.9191549,0.02748236774416824,0.08542711901199285
Ank,0.011066784951881636,1.9041871,0.028442911679967212,0.08817314554843264
Aim1,0.011504872711496222,1.9036223,0.028479698174558345,0.08817314554843264
Slc2a3,0.01018169104899463,1.8880535,0.02950938181596706,0.09117868872478443
Rab39b,0.004614503321602076,1.8828518,0.02986022476793714,0.09207894012104918
Bst1,0.03032050537282298,1.863885,0.03116892464997084,0.09592345001621246
Ctsl,0.013975376871030447,1.8501301,0.03214740163985461,0.09873844789383916
Glul,0.011765320890053175,1.8351502,0.03324171569340944,0.10189737800672834
Cd14,0.01954931232351884,1.8338821,0.03333574909178383,0.10198367508711732
Pld3,0.012921944600233742,1.8325114,0.03343763058064133,0.10209359396219482
Hscb,0.01076772008370169,1.8248953,0.034008418122216236,0.10363195128580853
Tnf,0.010430913114587811,1.81349,0.034878137236176915,0.10607339183025906
Tlr2,0.021409563359903266,1.7862674,0.03702798633934668,0.11239082912413464
Hebp1,0.01149858845455066,1.775729,0.03788880241604223,0.11461101923011027
Cxcl10,0.00837709893255284,1.775502,0.03790752057223286,0.11461101923011027
Gm5111,0.008535676790477896,1.7733895,0.038082097263040834,0.1148454672074758
Atxn1,0.010781757148847963,1.772156,0.0381843325952414,0.1148454672074758
Agl,0.012138433389505635,1.7718753,0.03820763282419253,0.1148454672074758
Ctsh,0.020973640912064283,1.7702329,0.038344174055906545,0.1149328708312477
Prkcb,0.015501671589387533,1.7697403,0.038385202984337896,0.1149328708312477
Fam108c,0.012261046497036621,1.7632616,0.03892819296664148,0.11633367318988612
Sh3pxd2b,0.010193776925473986,1.7545075,0.03967178939377968,0.1183274180762446
Furin,0.01152251132110441,1.7514952,0.039930320066288966,0.11886949127426023
Gimap1,0.008462049699497994,1.7473958,0.04028435676071547,0.1196932519493043
Hist1h2bc,0.010138618726985547,1.735207,0.04135207693443182,0.12263029711590126
Gadd45g,0.010142696914069388,1.728101,0.04198505777720568,0.12426934883195868
Rasal3,0.009383736932929945,1.7271976,0.04206608664027055,0.1242715689296542
Prnp,0.007861649518870344,1.7262702,0.04214940705048375,0.12428053736028351
Evc2,0.019611071774127964,1.7239091,0.04236212356223392,0.12467027998923594
Cpox,0.012923252730637333,1.710189,0.0436154659698267,0.12811525867417786
Golim4,0.010465462949259022,1.7039181,0.04419819456796668,0.12958107043790232
Kmo,0.013429460179833607,1.6930077,0.04522700005668192,0.13234668447588585
Itm2a,0.00801941372237384,1.691125,0.04540646231526338,0.13262113898873154
Ablim1,0.009163668113082678,1.6889052,0.04561879555499464,0.1329903870416793
Gapt,0.022497007857319225,1.6773692,0.046735150558688834,0.13598874636250058
1810033B17Rik,0.02595209279387965,1.6708288,0.04737774719248915,0.13759991117068143
Fmnl2,0.00817884196592425,1.6544361,0.04901946716322939,0.14210137672037285
Capn2,0.00986694461820416,1.6506459,0.04940545520281485,0.14295260682982688
St6gal1,0.009225401003755221,1.6467466,0.049805067115009274,0.14384000726498947
Ptplad2,0.010899967565834286,1.6417145,0.05032459741642626,0.14491681326647718
Phlda3,0.009219973945108994,1.6413234,0.050365145695972044,0.14491681326647718
Scn1b,0.008325894857615031,1.6379519,0.05071586915885662,0.14565522348406318
Pdxk,0.009241785708737904,1.6273113,0.05183549438989991,0.14859508391771306
Gramd1c,0.010313881825294566,1.6222053,0.05237970318838841,0.14987759803257905
Tbc1d4,0.007778250887533533,1.6103799,0.053657469189749216,0.15325048395891475
Pdzd4,0.005857532329009825,1.607188,0.05400656830281048,0.15396347648757022
Mreg,0.015669256737031845,1.6044896,0.05430309139632,0.15452423801746942
Tnfrsf18,0.0079969740856808,1.5907521,0.05583268556584874,0.15858531606593368
Hs6st2,0.006347416117590411,1.5891634,0.05601175103762861,0.15880254689789208
Stk17b,0.009098696788161487,1.5881737,0.05612352791595186,0.15882855797786744
Fbxo6,0.008232589860253587,1.5766023,0.057443527031161186,0.1622674814675867
Zfp287,0.009340718324730662,1.5673457,0.05851694989808113,0.1649986128273763
Hid1,0.00725221313830795,1.5530488,0.06020573241674393,0.16923450039371687
Tmem71,0.01107850152112382,1.5527799,0.06023786157424935,0.16923450039371687
Gabbr1,0.011795191960016571,1.5516427,0.06037387529604399,0.16930934593890595
Aif1l,0.0058195637102795685,1.5491312,0.06067509744916664,0.16984638490291132
Sdc4,0.007957701850462788,1.5445262,0.06123045224281899,0.1708948546148185
H2-Ab1,0.020289957559323092,1.5441959,0.061270442061514385,0.1708948546148185
Hs3st1,0.006803386964845053,1.5372517,0.06211584082277401,0.1729412258878672
Bcl6,0.008138969923988899,1.5302522,0.06297715525266893,0.1750244817435036
Fcgr1,0.018038042263943975,1.5291228,0.0631169984067079,0.17509876977344774
Lst1,0.013280233517846069,1.5244312,0.0637005120098173,0.1764014178733402
Msrb3,0.0044368325011687965,1.5207827,0.06415718745792796,0.17734879675870086
Pdk2,0.008934959527889334,1.4859216,0.06864992693877273,0.18942974492196113
Ltb4r1,0.013477321504165021,1.4797328,0.06947229072477265,0.19135783993229194
P2ry1,0.011387638379474178,1.4738852,0.07025625450438358,0.19317350261596053
Acpp,0.016548320883711172,1.4708343,0.07066797302457006,0.19396103234403272
Zfp362,0.007062719261585211,1.4687765,0.07094671485416594,0.19438144175973252
N4bp3,0.008059746166920949,1.4640087,0.0715957871408797,0.195604977394436
Cdkn1c,0.0065676074663829805,1.4636412,0.0716460091619155,0.195604977394436
Cd33,0.011395383170357591,1.458068,0.07241089852349253,0.19734519527177188
Tlr13,0.016179931597582874,1.4453349,0.07418191812583527,0.20181653648294023
Cd300lf,0.016026924306610388,1.4438261,0.07439395204797859,0.2020383118776682
Ctsd,0.010514821245597696,1.4326541,0.07597835036312944,0.2059798360107257
Ifi27l2a,0.006129578876206946,1.428258,0.07660881427482102,0.20703604201082113
Pcp4,0.016036330749246562,1.4280729,0.07663543415516828,0.20703604201082113
Itpr2,0.009535175268698475,1.4198523,0.0778253488965978,0.20988439040406515
Osm,0.008546652485834961,1.4156854,0.07843381521359037,0.2111574712185007
Thbs1,0.015475075227123629,1.4146647,0.07858340783589225,0.21119290855896042
Ms4a4c,0.021200606231350064,1.3967758,0.08124049459734778,0.21795543437901968
Atxn7,0.007797955722258878,1.3945745,0.08157209112055319,0.2184664308903397
Gfi1b,0.007700346857999817,1.380634,0.08369576954756563,0.22369072006592197
Otub2,0.007559407986694444,1.3798802,0.08381176850015165,0.22369072006592197
Sulf2,0.0060517344406862735,1.3766506,0.08431015371068917,0.2246335937076538
Tinagl1,0.007667914404304763,1.3700461,0.0853362497254136,0.22697682916656398
Bex4,0.00667699745505907,1.3688011,0.08553072583428989,0.22710388266120196
Clec1b,0.03672833635530283,1.3651494,0.08610305244639649,0.22823206367640714
Cxcr2,0.01046131470063321,1.3637452,0.08632388446050099,0.22842627888009492
Lrg1,0.014483534171834496,1.3586304,0.08713186552403235,0.23017086660614686
Hmox1,0.009330962969965299,1.3553115,0.08765916422885306,0.23116931214014402
Clec11a,0.006193939086126256,1.3530178,0.08802497083286487,0.23173920892733813
Spata6,0.0075256643353013,1.3447099,0.08935947249113002,0.234853078805211
Pdlim7,0.007348371459829499,1.3340695,0.09109054179089116,0.2389968791394907
Mmp14,0.0046482707301186066,1.3323525,0.09137218835694072,0.2393301989450833
B3gnt7,0.0037249539406578333,1.3300061,0.09175812702079994,0.23974495149775407
Sgsh,0.005109136283919963,1.3295076,0.09184028180760218,0.23974495149775407
Hist1h1d,0.008612146642519688,1.3236467,0.09281020975690202,0.24186903148768404
Nabp1,0.008096287494437542,1.322252,0.09304211946079582,0.24190837694281037
Tarm1,0.011982746693669954,1.3216771,0.09313785055420865,0.24190837694281037
Ciita,0.006635671894625954,1.3204502,0.09334237848039983,0.24203350399942872
Tnfrsf23,0.014392992928999688,1.3133326,0.09453545614952025,0.24471720086865778
Trafd1,0.006418200745463168,1.3043641,0.09605473724869851,0.24823494701333104
Cxcl11,0.008443840920187504,1.2962941,0.09743709142479884,0.251387695875981
Tdrkh,0.008755648361351079,1.2893884,0.09863154291095305,0.2540459707589939
Gimap6,0.006941077893559037,1.2759469,0.10098715307739486,0.2596812507704439
Cbfa2t3,0.007160142855346312,1.2744962,0.10124380966828661,0.25990948153649696
Coro2b,0.005872503371978676,1.2675207,0.1024845894451813,0.26239422761178316
Leprel2,0.005023223814266009,1.2671506,0.10255071557178863,0.26239422761178316
Lama5,0.008141002305217745,1.2473793,0.10612922591570545,0.27110237907180207
Abca4,0.006057604125338063,1.2450881,0.10654968385785957,0.27172802407243263
Eid2,0.006130960306020017,1.2371438,0.10801685907233355,0.2750166082960071
Zkscan14,0.00821582229748258,1.2330105,0.10878591769230006,0.27608331915092316
Mgll,0.01010528365956409,1.2329751,0.10879252240443354,0.27608331915092316
Ids,0.005764605480345693,1.2115638,0.11283969443241149,0.2858851832755695
Zfp516,0.008562545613103335,1.2085278,0.1134221539321581,0.2868913305342823
Gimap5,0.00473981378715305,1.2045346,0.1141914989570117,0.2880193821441989
Timp3,0.005717404739838905,1.2042823,0.11424024588923654,0.2880193821441989
Cd97,0.01377017476868691,1.1945934,0.11612295879494328,0.2922899840887353
Smurf1,0.006050895201342887,1.1724305,0.12051212701093389,0.30284541008591825
Fcnb,0.021091627833270194,1.1676369,0.12147663541041231,0.30477444346080756
Cyp4f18,0.01008522328782746,1.1660691,0.12179324423340593,0.3050743399244537
Tead2,0.0053629351122419745,1.1645651,0.12209754156948394,0.30534247875534914
Sdc3,0.006119698024372788,1.1591463,0.12319827619032897,0.30759827668166007
Sh3bgrl2,0.006337024642363868,1.1550478,0.12403543157029512,0.30918977145059073
Arl4c,0.007198256115083832,1.1538095,0.12428912953137716,0.3093240715668358
Phlda1,0.008276388174457899,1.1487066,0.12533850092809823,0.31143499107013817
Cbx7,0.010725451035355833,1.1448444,0.12613680696893093,0.31291630959600175
Stk39,0.005327532013868332,1.1345233,0.12828755867092084,0.31755300685701043
S1pr1,0.007080511450855806,1.1339101,0.12841613843184013,0.31755300685701043
Sh3pxd2a,0.007017622907397697,1.1266452,0.12994625865536547,0.320592749164618
Npr2,0.006463113967069147,1.1261095,0.13005959074636958,0.320592749164618
Dusp6,0.005925945557947665,1.1209524,0.13115406906666427,0.32277662784609906
Mdp1,0.0064233385007445255,1.1148363,0.13246028137808313,0.32547383424328996
Hoxa9,0.0033581053267705933,1.1123621,0.13299123663675888,0.32626059320713585
Cbx3,0.011303184992254271,1.106068,0.13434854074025282,0.3290688940916319
Cd177,0.018679708708420187,1.1001095,0.13564221672494092,0.3309301040728215
Arid3b,0.007255889813997732,1.0995988,0.13575349007333676,0.3309301040728215
Adora2b,0.010357763059744852,1.0991023,0.1358617324189894,0.3309301040728215
Plaur,0.008450429612638933,1.0982513,0.13604737615254014,0.3309301040728215
Nek6,0.0060369050879340615,1.0976562,0.13617731026769203,0.3309301040728215
Gchfr,0.005968773662642263,1.0963019,0.1364733361975105,0.33112966212185935
Ifi204,0.011532966222847996,1.087412,0.13842738517567627,0.3353452147917791
Ccdc173,0.006283484476735538,1.0845735,0.13905529699374836,0.33633999960362887
6430548M08Rik,0.016206995122469182,1.0708822,0.14211119991867832,0.3431952222685086
Bbs12,0.005541860152680832,1.0689738,0.1425407422450426,0.343696369151598
Gch1,0.006571262168932581,1.0648637,0.1434688110735577,0.3453961423668232
Txlng,0.008222198946461798,1.0635408,0.14376838276178472,0.3455799014211844
Kcnab3,0.013857461132166463,1.0623983,0.14402744933052197,0.34566587839325275
Rbpms2,0.0071361295286903525,1.0578138,0.14507017832551677,0.3476294675664086
Sept3,0.0036130374949866475,1.0564054,0.14539151425404062,0.34786099546407245
Sgk1,0.007937506099004241,1.0526571,0.14624908226848932,0.3493728076413911
Gcsam,0.005185066711622337,1.0395572,0.14927283081786996,0.3560467520894649
Spry4,0.005408954768618941,1.0303271,0.15142824514775327,0.36063218998264934
2010005H15Rik,0.013189412970085542,1.0133442,0.15544789861513175,0.36963647781294
Capn10,0.006194416074567185,1.011579,0.15586968666973172,0.37007097387230786
Pag1,0.007247682213631816,1.0105172,0.15612377207901984,0.3701065837340317
Mrgpre,0.0033066751390366266,0.9989615,0.15890666900524847,0.37557817540390825
Bcl2l14,0.007389880881650046,0.99891835,0.1589171220216795,0.37557817540390825
Galnt12,0.004285895736470356,0.99332786,0.16027510336020384,0.3782101524414566
Axl,0.004555593308794832,0.9896486,0.1611729579728804,0.37974998316897846
Atf3,0.011539023380216808,0.9847835,0.1623652207687451,0.38197775341947937
Rabep1,0.006650348452861045,0.98102534,0.16329012328023207,0.38357072964764677
H2-DMb1,0.00645585334587216,0.9795688,0.16364951113556236,0.383832489754319
1700096K18Rik,0.004168927570514879,0.9739991,0.16502849725653868,0.3864812613511677
Il1rn,0.01034596899317569,0.9712392,0.16571458649554605,0.38750178231889015
Cd40,0.004273916043347022,0.9621116,0.16799677582411182,0.391298183561071
Cd84,0.006706954656513159,0.9619343,0.1680412967235973,0.391298183561071
Rmdn2,0.006875439118897134,0.9617148,0.16809644190446527,0.391298183561071
Rnase4,0.005680978798954003,0.9468555,0.17185621184157368,0.3994495734696037
Nmb,0.004761197329769066,0.94382256,0.17263016436048306,0.40064691818594866
Gm16894,0.011160931535736109,0.9425617,0.17295257250877222,0.4007942847957775
Zfpm1,0.005571403043619207,0.94106096,0.17333681017085778,0.4010842782428817
Padi2,0.004704962952596294,0.9383369,0.1740356488663689,0.4021002752912523
Slc25a47,0.008376420763709478,0.9257043,0.17729983620228784,0.4090315148154122
Anpep,0.006827923702741992,0.91000617,0.1814096291265595,0.41789003852368173
Zfp36l1,0.006625716893585685,0.9077352,0.1820090633462162,0.4182096989307897
Pik3ip1,0.004651621503654743,0.9074338,0.1820887190435092,0.4182096989307897
Irak2,0.007028312227185751,0.89217913,0.18614846289606718,0.42690047490831406
A930006K02Rik,0.007939009253819438,0.8854075,0.18796844239397587,0.43043661068916367
Nov,0.0050667497090022915,0.88078034,0.18921836156765592,0.4326588237913314
Rfx2,0.005154551767858854,0.87170595,0.1916844069288522,0.437651123784459
Rnase6,0.006635470687252359,0.86104125,0.19460766285401238,0.443671078200311
Cd68,0.007639711010937355,0.8560173,0.19599410750796759,0.445841142353854
B930041F14Rik,0.003988251812871019,0.855506,0.19613554130683114,0.445841142353854
Plekhm3,0.007600902510511324,0.85247684,0.1969747453289482,0.4470922371982578
2610307P16Rik,0.004098878828776182,0.84744817,0.19837268236014727,0.4496060209275373
Mboat1,0.005627516040134618,0.83786136,0.20105428639745826,0.4550175955310897
