Gene,C,Z,Pval,FDR
Mdp1,0.0129484830265333,2.117442,0.017111180975436492,0.03953448977608312
AI504432,0.013897555377931607,2.1145148,0.017235659842076256,0.03976274431525193
Stx11,0.01598080165528747,2.1069226,0.01756214348147296,0.040455651948393075
Slc41a3,0.010055644656406095,2.1006553,0.01783561717690081,0.0410245696728714
Ifi27l2a,0.008284784308488537,2.0809083,0.018721150218547318,0.0429460531093601
Lrrk2,0.012035192843014573,2.080792,0.0187264766465233,0.0429460531093601
AF251705,0.012931723965710365,2.0734303,0.019066125762517993,0.04366029982304416
Vegfc,0.016300160468035868,2.0614746,0.01962889395468948,0.044882611287827646
8430408G22Rik,0.008090047761146578,2.0532808,0.02002267446920448,0.04571548684119253
Tgfbr3,0.009332327184593663,2.0353,0.020910347266148346,0.04767189627098327
Pdzk1ip1,0.0075619421780341615,2.0244446,0.021462214385492947,0.04885809980697512
Mfsd6,0.010605003739443081,2.0158947,0.0219054965164623,0.049793992081473774
Tmem154,0.016453769770930576,1.9729865,0.024248552512393013,0.05503923649440525
BC024386,0.005430718855536351,1.9240872,0.027171829198965422,0.06158417510980743
Cdkn1c,0.006572858387739369,1.9215355,0.027332116160439,0.06180246299795803
5730409E04Rik,0.005759514070992327,1.9212835,0.02734798911731347,0.06180246299795803
4932438H23Rik,0.016123056961988083,1.9152403,0.027730933382916205,0.0625765085666972
Hs6st2,0.00979154926784829,1.9029517,0.02852342284388324,0.0642711187224618
Mrgpre,0.006428381191611771,1.902174,0.028574205617236056,0.06429196263878113
Plbd1,0.01605233467145048,1.8965435,0.028944106614478844,0.06502971994080298
Hid1,0.009931468609072451,1.8951894,0.029033656685830127,0.06509406828060982
Rab37,0.007235512377313809,1.8948393,0.029056848308721822,0.06509406828060982
Pld3,0.013113464101971272,1.8829931,0.02985065138714899,0.06677573460593444
Mogat2,0.023250241887343773,1.8771678,0.030247548196950046,0.06756595181656373
Rnase6,0.01639879679672498,1.8762722,0.030308956072195796,0.06760556772299581
Clec4n,0.0880825969408623,1.8704996,0.030707235491317403,0.06839539646123646
Ptprv,0.0085212513512653,1.8681326,0.030871795881887036,0.0686631322200591
Gfi1b,0.00873595202569698,1.8644506,0.031129228189191706,0.06913636332405848
Eps8,0.009247667207885953,1.8390471,0.032954131247032954,0.07308452030144272
Pram1,0.03548442143198194,1.8286996,0.03372231205879283,0.07468117176968712
Grina,0.013359819931011452,1.811062,0.03506562912658407,0.07754513412564591
Fam134b,0.010554076281194789,1.7983515,0.03606065959758186,0.07963181320550174
Adora2b,0.015529807386996552,1.7961148,0.03623813037086267,0.0799097233819023
Itpr2,0.011305392778031827,1.7934781,0.036448252172901575,0.08025874020434089
Cd200r1,0.01295302418493234,1.7833482,0.037264819678828984,0.0819402569074251
Tusc1,0.01061396864978495,1.7812086,0.0374391868183469,0.08220689531177448
H2-DMb1,0.0105767724011681,1.7781134,0.037692618897864044,0.08264613888653476
Tbc1d4,0.008581769803086664,1.7704251,0.038328177308465335,0.08392081820863413
Rassf3,0.011361986017316392,1.7660252,0.0386958118050392,0.0846060969974586
C130050O18Rik,0.018928240282398714,1.759637,0.03923468709312604,0.0856633224543852
Acpp,0.021197721829231544,1.7588615,0.039300514371566446,0.08568619189744346
BC064078,0.006178205107584381,1.7580935,0.039365802805433586,0.08570782382955161
Serpine2,0.014589097032131218,1.7429152,0.040674218329327064,0.08843214883960435
Batf2,0.006105520614246807,1.740095,0.040921167343686136,0.08884427355964394
Ubac2,0.010562234481656692,1.7367086,0.041219305875122354,0.08936622618303838
Phf11d,0.009991775035420704,1.7353809,0.04133668150122852,0.08949536078867376
Pcp4,0.04431234905082671,1.7294929,0.04186045781515295,0.09050277751097313
Ier3,0.01140623957022386,1.71532,0.0431432876610948,0.09314617754445571
Lat,0.007288218466728512,1.708821,0.04374205037842638,0.09430737323928139
Pi16,0.014361349851708262,1.7015095,0.044423680007536964,0.09564375055864704
Slc6a9,0.008142732340970264,1.6998518,0.04457940716644171,0.09584572540784968
Hip1r,0.011366859173503437,1.6956074,0.044980125463191294,0.09657314038421654
Smox,0.009483471781615684,1.6870831,0.045793684676656815,0.0981836895837462
Usp40,0.008216189884041193,1.682109,0.046273852913390194,0.09907596723364871
Sgsh,0.005717205951421466,1.6594008,0.048517525512686184,0.10373636670392018
Fam213a,0.008759454733693852,1.6507683,0.04939294971999264,0.10546246367799808
Gli3,0.005969791646268629,1.6485801,0.04961684681419747,0.10579459899225577
Clec4a2,0.024081696087657565,1.64589,0.04989320433272735,0.10623752449389537
Gcnt1,0.010148766799734053,1.6391236,0.05059376474358633,0.10745610249976802
Hgsnat,0.010888187432796822,1.6390221,0.050604327340007034,0.10745610249976802
Mmp12,0.027649622917163413,1.6313691,0.05140622897201324,0.10900937321736505
Fn1,0.020819315808335466,1.6208366,0.05252634173605468,0.1112322530881158
Gm5431,0.005945647411360987,1.6181916,0.05281065630251942,0.11168155185286893
Fbxl18,0.007601021981938735,1.6024023,0.05453333502829237,0.11516726142400625
Parp16,0.01036329894810756,1.5779842,0.05728461823417833,0.12081279158924804
Fgfr1,0.005554778138965365,1.5755213,0.05756807718618808,0.12124541970642061
Trem2,0.019171769242759467,1.5702635,0.058176910412735,0.12236121918330677
Xaf1,0.0071904792836108,1.5694577,0.0582706700037726,0.12239212641226592
Tdrkh,0.011222385797518688,1.542968,0.061419265926922206,0.12883065535891
Lpar6,0.009629734153737463,1.5233119,0.06384035150142078,0.13372782696102758
Gstt1,0.007269351728158291,1.5169457,0.06464019455438003,0.1351902430132405
Nmb,0.006894617700905803,1.516368,0.06471315896176436,0.1351902430132405
Trim30d,0.008319954458942213,1.5135204,0.06507376673651236,0.13576036510528455
Cybasc3,0.009817085958432356,1.5110046,0.065393643627742,0.13624409197273837
Akap2,0.00892423511239346,1.509123,0.06563368056520402,0.13656039988566643
Baiap2l2,0.0056895560364124695,1.5063314,0.0659910550307383,0.13711966870816494
St6gal1,0.009593589380905656,1.4834778,0.068973751113644,0.14301706861355667
Rgs7bp,0.008478302907726883,1.4831743,0.06901405055189072,0.14301706861355667
Traf1,0.010841897485347661,1.4755136,0.07003726035659304,0.14494342116578346
Il1rn,0.018957655173854237,1.4510893,0.07337750296396814,0.15165337061177928
Irf6,0.005060181391419295,1.4492208,0.07363796856671333,0.15198876712169632
Zfp516,0.008944532096341495,1.4472545,0.07391282333687943,0.15235293012714962
Pkdcc,0.009335382781985115,1.4410034,0.07479185521859759,0.15395982962551738
Efna5,0.005661748781284684,1.4357381,0.07553844161340487,0.15529018275903153
Zfp747,0.007029853458617224,1.428345,0.07659629575810882,0.15725605548216506
Esm1,0.010651137571843276,1.4064586,0.07979399250335889,0.16360410648370802
Faah,0.00522440700262259,1.4001498,0.08073422908275346,0.16531294526468568
Phlda1,0.010264768028889166,1.3970721,0.08119594885674775,0.16603874350098483
Tpk1,0.007070915231272254,1.3926815,0.0818580657917033,0.1671718810627397
Sh2d3c,0.008016411829351705,1.3896986,0.08231020632916874,0.16787378049743507
Gch1,0.008141601498834054,1.3840741,0.08316788450841273,0.16939984897239854
Pnpla7,0.012235218726081597,1.3704224,0.08527754756046779,0.1734686512793747
Plekhm3,0.011625505012408078,1.3649437,0.08613536620641699,0.17495438080318268
Slc35d3,0.010516972708786739,1.3643166,0.086233974517331,0.17495438080318268
Zfp532,0.0030593122947602655,1.3520449,0.08818046968283538,0.17866932862438373
Il1b,0.015395487397547654,1.3493129,0.08861824169809762,0.17932161849497402
Pilrb1,0.012101317063514194,1.3426986,0.08968479831317872,0.18124290834047083
Npr2,0.007591767759342608,1.3405658,0.09003073356791269,0.18170479212924232
Stk17b,0.006988339010861972,1.3150601,0.09424484590790366,0.18996226753311832
Timmdc1,0.007198614080466211,1.2978252,0.09717370108353274,0.19558547275175037
Camp,0.025473580295519327,1.2971642,0.09728734755739521,0.19558547275175037
Cyp4f18,0.01203266004826801,1.2885355,0.09877981397813468,0.19832834246193579
Cxcl3,0.006459355209213387,1.2823073,0.09986743983525886,0.2002523275453118
Abca5,0.0047076509908097865,1.2643025,0.10306073772318802,0.2063881267729561
Fos,0.009151497583508306,1.246431,0.10630310438612955,0.2126062087722591
Rxra,0.013521381507705802,1.2446173,0.10663622114522753,0.21299725204233835
Cd40,0.005751705614131912,1.2345141,0.10850569475464622,0.21645208180437156
Cd55,0.009452783267738468,1.231824,0.10900741047646761,0.21717306488747987
Fam49a,0.0059189850863952224,1.2284173,0.10964518268035428,0.21816290846939387
Leprel2,0.004447480202964004,1.2192541,0.11137387517773556,0.22131804720813175
Pdgfa,0.006331629873468088,1.2179543,0.11162067406236592,0.22152410698531083
Arhgef3,0.007791001517802928,1.1982011,0.11541937636198829,0.2287697754268347
Adora2a,0.0044228847923522335,1.192083,0.11661435082264199,0.23084273027295368
Car5b,0.004613671071109008,1.1902142,0.11698111512474291,0.2312730092121354
Cep104,0.011776560100279873,1.1869868,0.11761641281976182,0.23223240694514197
Dfna5,0.0064745510822589395,1.1804146,0.11891768742917042,0.23436267586120338
Rab19,0.006899082295559289,1.1800101,0.11899810285975831,0.23436267586120338
Cbx7,0.011207149615570912,1.1782937,0.11933976826599912,0.2347369266528166
B230208H11Rik,0.006892617139728111,1.1536546,0.12432090700241955,0.24422431984739268
Atp1b1,0.01116444260697199,1.1518606,0.12468918155022285,0.2446373295814258
Tubb2a,0.007966667701058102,1.1495432,0.12516603900704976,0.2452620612441937
Tob1,0.005806983041437746,1.1477476,0.12553637996186728,0.24567675876228898
Pf4,0.0044893858045809325,1.1423298,0.126658476930272,0.24755975036371342
Kcnip3,0.005483317462814004,1.1176229,0.131864052240251,0.2574092722167825
Msrb3,0.002399596671492423,1.116334,0.13213960480710546,0.2576223025710318
Sdc3,0.004824133565853383,1.1015849,0.13532108550654443,0.2634931325334978
Abcg1,0.007539375192201006,1.0969738,0.13632642776756726,0.26490742760754815
Coro2b,0.0038616189487769544,1.0966845,0.13638967687546244,0.26490742760754815
Cdc42ep2,0.008289098845852735,1.080178,0.14003145659235422,0.27163996842727356
Gm4890,0.01069894468625521,1.0723124,0.14178987962708178,0.27470680057912716
Dusp1,0.005824010422454949,1.0680419,0.14275080125526246,0.2762228004289329
Fbxl5,0.006765780729109645,1.0652995,0.14337020701702669,0.2770750068194223
C2cd2l,0.008195413182850003,1.054779,0.14576319350198402,0.28134840840532577
Naprt1,0.005610337854993983,1.0423301,0.14862932025519593,0.2865232724222208
Cuedc1,0.003941529514664258,1.0348854,0.15036121536220748,0.2895014445033547
Atf3,0.01571949448553732,1.0337055,0.15063693687456597,0.2896720227103455
Mxd1,0.006182641745670107,1.0320857,0.151015996146939,0.2900406476866769
Klrb1f,0.006511036879713999,1.0252022,0.15263390579241742,0.2927847412226297
Upp1,0.00461186268389408,0.9990607,0.15888264610086877,0.3043939804011694
Fnip2,0.007226830430318118,0.9924451,0.1604902211662998,0.30709377301042284
Samd14,0.00478298956027499,0.9728673,0.16530962694120166,0.3156704095956801
Agl,0.006466223274174366,0.972583,0.16538029856724584,0.3156704095956801
Rabep1,0.006302166416098446,0.9579663,0.16903986913612806,0.32225827268808654
Tmem71,0.006428987208534485,0.94198865,0.17309922621878632,0.3295911466010839
Ccdc80,0.00436358034793064,0.91532767,0.18000981908571412,0.34232825546030154
Slc23a2,0.007029209786683724,0.912988,0.1806244245443132,0.34307559410379984
Dleu7,0.002938320929330471,0.9014722,0.1836686512940574,0.3484302355431383
Fbxo6,0.0043655227932670355,0.89891213,0.18434973272660088,0.34929423042934904
Sdc4,0.005013733857773634,0.8848508,0.18811855330239713,0.35599941382898626
Ddhd1,0.006030871616026278,0.88341784,0.18850527639260495,0.35629568724756094
Zbp1,0.005295442585200573,0.8817659,0.1889517072441398,0.3567039546511322
Ppfia4,0.0063005113636383165,0.874671,0.19087647663008506,0.35989864290301055
Zfp526,0.007224840344829453,0.86917377,0.19237604730226332,0.36228481900718196
6430548M08Rik,0.00853771675581023,0.86809146,0.19267213180141363,0.3624015310189408
Gm15708,0.005370880934407994,0.85487247,0.19631087776871797,0.3687976198858925
Cdkn1b,0.004808841065024673,0.8476337,0.19832099470187958,0.3721223027860723
Eps8l1,0.0025379296273759437,0.84560376,0.1988869125178681,0.37273237358070194
Tmem64,0.0050491975119543505,0.8432687,0.1995390940506619,0.37350243964984836
Cadm3,0.006704628051664054,0.8299369,0.203287224211459,0.3800587235257712
1700056E22Rik,0.002885276610064344,0.8274571,0.20398902240339273,0.380910743884743
Mboat1,0.005395670083238379,0.8201099,0.20607672841495422,0.3843455127546375
Cd84,0.005649574447519416,0.8153291,0.20744198518679213,0.3864262251133023
2210417K05Rik,0.005360353477522675,0.8118058,0.2084515411232971,0.3875157645252604
Ddit4,0.004639694913806447,0.81154096,0.20852753995448442,0.3875157645252604
Parvb,0.00357110703957732,0.79943615,0.21201877742834868,0.39353125594614363
Zfp2,0.0036986315227495806,0.79565936,0.21311502619430733,0.3950922880823805
Zfp708,0.005359571864676477,0.79158777,0.2143005401774819,0.3966742516691131
Bcl2a1b,0.007750222469458356,0.79096967,0.21448084537922973,0.3966742516691131
Fam135a,0.004717524800961836,0.7900641,0.2147451682316161,0.3966891651820307
Myo5c,0.0040455375920371885,0.7882819,0.21526591109902582,0.3971771518251394
Slc45a3,0.0034706673305283427,0.7793907,0.21787480239356677,0.4014192075354132
Hpgds,0.0041655524476443126,0.77868146,0.21808369091555718,0.4014192075354132
Ly6f,0.0038586393424097044,0.77762204,0.21839593075033414,0.4015165092654599
Zc3hav1,0.0028918208279575877,0.77657336,0.21870526192564715,0.4016082389809037
Fbxo32,0.0029212050887664816,0.76598233,0.22184340812798503,0.4068881466612806
Jazf1,0.005989975878704924,0.75279516,0.2257865078911367,0.41363019433784565
Phlda3,0.004189751931687383,0.7436217,0.22855268357557867,0.418202782712761
Itm2c,0.004640064949547402,0.73761517,0.2303741677336275,0.4210380302853074
Atf5,0.004830456875184439,0.7347274,0.23125277010984413,0.42214538694580034
Zcchc6,0.004918005769247328,0.7309217,0.23241349467311884,0.4237645344569941
Rltpr,0.003259560867562819,0.7272802,0.233527162595148,0.42529417376151657
Syn1,0.008269704448010997,0.71175855,0.23830715087778814,0.43348938843574153
Trib1,0.006797058722814585,0.6932501,0.24407629998890745,0.44346257321928256
Rps15a-ps4,0.006493220618346696,0.6896361,0.2452115261768858,0.44500286344879153
N4bp2l1,0.0034000391262112074,0.6794932,0.24841271091152511,0.450284398701453
Eomes,0.0030922368219784774,0.67843795,0.2487470275042436,0.45036303927084104
Orm1,0.010729645083340502,0.6743572,0.2500421309121469,0.45217899375234044
Ccdc106,0.008748781459406978,0.6732251,0.2504020460159935,0.45230147868466497
Enpp5,0.0041005366360094735,0.66064036,0.25442149009802506,0.4590261849321012
Gltscr2,0.0034479710750732824,0.6580589,0.25525014800096685,0.4598014724264642
Slc25a47,0.005637622423313982,0.6574517,0.2554452624591468,0.4598014724264642
Hnf4a,0.003478382754695822,0.6527405,0.25696180094972493,0.4619940393381814
Zfp438,0.004399483184170302,0.6485827,0.2583040712893845,0.46386856421805944
Bex4,0.0027840242870714564,0.64245635,0.26028846021432395,0.46689054045396694
Itpr3,0.0031925313834339094,0.64152086,0.26059216692084325,0.4668942990665108
Hebp1,0.003662566730989324,0.63114923,0.26397147645096725,0.4724021335793033
Gpnmb,0.009416773426691224,0.6285341,0.2648270646843818,0.47338602324644685
2010005H15Rik,0.007856023958531114,0.6216847,0.2670746167606738,0.4764242533718176
Cd82,0.0035524762617068517,0.6214789,0.2671422816064197,0.4764242533718176
Trp53inp2,0.005427382808807782,0.6001538,0.274201868896358,0.4884516605886791
Marcks,0.0027371956666905096,0.5942349,0.27617751204875873,0.4914055041971018
Fam174b,0.0034137509131328568,0.58648896,0.2787734884264319,0.4954550632423842
Suox,0.0032582640357641094,0.5769027,0.28200259748468093,0.5000941828267285
Irak2,0.004972974343126596,0.576822,0.28202985891972476,0.5000941828267285
2810013P06Rik,0.00339825334616823,0.5758187,0.282368860309105,0.5001224207763096
2900060B14Rik,0.0037590361683789513,0.5688681,0.2847228274111175,0.503715356379897
Dcaf5,0.002830026906831309,0.55743647,0.2886146281421974,0.5100176305526501
Pacsin1,0.002494193391496134,0.5541378,0.2897422623493464,0.5114264790385271
2310001H17Rik,0.003061015215917433,0.5330711,0.2969921815684918,0.5236263064556096
Slc17a5,0.002814249840441139,0.5290922,0.29837074857812346,0.5254583831614734
Spata6,0.0031006256308482106,0.52693546,0.29911920468656605,0.5261778736986412
Ctnnd2,0.004784346151607595,0.521566,0.3009862797752503,0.5288612498207576
Rnf128,0.004346135047059133,0.4945785,0.31044883718441235,0.5448693877114176
Brwd1,0.002908464472089331,0.4844004,0.31405087029051265,0.5505670976327447
Map1lc3a,0.0029068484657625675,0.48080972,0.3153258712654556,0.5521769781888294
Zfp36l1,0.003371999338446261,0.4787558,0.3160561814089734,0.5528105583239272
Mt2,0.0039540225276541285,0.4777842,0.31640190870478,0.5528105583239272
St3gal1,0.0022126656825612106,0.44621,0.3277227811637451,0.5716402843579809
Prkca,0.0025049282031936134,0.4446675,0.328280033900327,0.5716402843579809
Hyls1,0.007726795567911545,0.44464833,0.3282869591694089,0.5716402843579809
Sp140,0.00418108577776279,0.44307002,0.32885754308633086,0.5719904232557755
Slc39a2,0.004181236579917896,0.44073036,0.32970410621136115,0.5728192552359002
Car1,0.0032181347664753655,0.43848518,0.3305173071476462,0.5735883312382919
Cox6b2,0.0022722798532754203,0.43142146,0.33308097487146626,0.5773900885789808
Sh3bp5,0.00242093947042297,0.41166598,0.3402921332317642,0.589230673649632
Mcam,0.003517550624139155,0.40585452,0.34242474716580507,0.5922609034778394
Lrpap1,0.0023745310195143906,0.39408967,0.3467574190378697,0.5989842276061256
Nod2,0.003311439388040804,0.3926083,0.3473043987147323,0.5989842276061256
Bcl6,0.0019954218450575147,0.39215252,0.3474727625260341,0.5989842276061256
Tmtc2,0.002410162992740165,0.38930342,0.3485258548139146,0.6001312828163958
H2-Ob,0.00230889053096758,0.38711223,0.34933656192738605,0.600858886515104
Rnase12,0.0013748053324354607,0.3804576,0.35180287866150817,0.6044293631165535
Zfp827,0.002625825495498413,0.37742826,0.3529276830832456,0.6056896379300047
H2-Oa,0.0027206140182219267,0.37223884,0.3548575134586619,0.6083271659291346
Gas2l2,0.0049825888395319436,0.350274,0.3630665391793333,0.6215922532436361
Armcx6,0.0019793378001968305,0.3493892,0.36339857182525237,0.6215922532436361
Trim30b,0.0015423617306766818,0.34782818,0.3639846126416364,0.6219074838512727
Creb3l1,0.0018108766421095078,0.3393365,0.36717811908364384,0.6266722473445211
Mitf,0.0017461166131125376,0.32917288,0.3710125103747163,0.6325191256168071
5330426P16Rik,0.0016936124456121502,0.3128872,0.37718318442805726,0.6423317596200578
Cx3cl1,0.0009349337280606962,0.2991878,0.3823983751815698,0.6504974558033737
Ngp,0.0056574190162153115,0.29725865,0.3831345258214086,0.6510342985417569
Tuft1,0.0013354287594663017,0.29538938,0.3838482210063882,0.6515318488134747
Zfp219,0.0014228986089286214,0.2941329,0.3843281802970066,0.6516320077763047
Rn45s,0.005449956776618414,0.2872758,0.3869505788118625,0.654723028428345
Zbtb20,0.0014670193137593442,0.28715417,0.38699713889659926,0.654723028428345
Fyb,0.0015855097066324096,0.27122495,0.3931090139258532,0.6638943107789212
Gstm7,0.0025158246094330317,0.270791,0.3932758934006917,0.6638943107789212
Csf1,0.0018837160849680679,0.25482494,0.39942915723411815,0.673547206316356
Celf5,0.0020316418915701405,0.25051585,0.401094225058205,0.6756189993363453
Gpr68,0.0014051788487686586,0.24480975,0.40330187335745327,0.6785992390840627
Plau,0.0026928304471511015,0.23838106,0.4057927787825039,0.6820491004943715
Gm11517,0.00340694383187909,0.22470452,0.4111045744610436,0.6902276369476089
Pla2g7,0.005816267628266539,0.21853948,0.4135044019124525,0.6935046740633548
Stk38,0.001437028892254383,0.21294236,0.4156859600390777,0.6964089460394939
C5ar1,0.003583095546837833,0.20324522,0.4194716839478485,0.701991531622994
Phf11b,0.0007937100577256016,0.18940361,0.4248882482647666,0.7102883459112945
Capn10,0.001243046495112055,0.18790811,0.4254743413866392,0.7105008419272034
Ccl5,0.0008525792585817267,0.18104209,0.4281672693789059,0.7142272984898128
Egr1,0.0013352875121657374,0.17967997,0.42870190763696325,0.7143493573972218
Mirg,0.000551092704718825,0.17743053,0.4295851159331617,0.7150513542629401
Gm6484,0.002473330033700437,0.1645382,0.43465373679289654,0.7223718442862654
Mfhas1,0.0008487156329490133,0.16387092,0.4349163817020668,0.7223718442862654
Plxna1,0.0009106365675389734,0.15427366,0.4386969828669759,0.7278702352390983
Carhsp1,0.0010841962729695295,0.14348857,0.44295216841635554,0.7306504138684476
Dusp10,0.0004911987928792134,0.12552981,0.45005206304786244,0.7306504138684476
Inpp5k,0.0008065293969236332,0.1252121,0.45017781787174416,0.7306504138684476
Clec11a,0.0005413675233685651,0.122910224,0.45108909475724523,0.7306504138684476
Gimap4,0.00048463870033973875,0.12284739,0.45111397207384285,0.7306504138684476
Slc1a1,0.0004981545717840708,0.12197151,0.4514607906109755,0.7306504138684476
Klrb1b,0.006913979233291224,0.10207084,0.45935022391446656,0.7306504138684476
Ercc1,0.0004914024401465767,0.10133943,0.4596405084898077,0.7306504138684476
Epx,0.004830717901540209,0.09703397,0.4613497087611464,0.7306504138684476
Pih1d2,0.0007243884536641656,0.09661602,0.46151566603855265,0.7306504138684476
Il7,0.000585663282499397,0.092347145,0.4632111160061531,0.7306504138684476
Rundc3b,0.0005273157309483082,0.08601815,0.4657259935363455,0.7306504138684476
Rnf122,0.0002721855994040295,0.07239088,0.471145422538665,0.7306504138684476
P2ry10,0.00037812336287484455,0.06919177,0.47241848749003634,0.7306504138684476
Itgb7,0.0004567254753403294,0.065162234,0.4740224150446287,0.7306504138684476
Maf,0.0015571025344241474,0.064957954,0.4741037386847747,0.7306504138684476
Specc1,0.0003858087544790834,0.064715125,0.4742004101619779,0.7306504138684476
Cbx3,0.0006502648557958927,0.06389352,0.4745275062763362,0.7306504138684476
Prg2,0.002341765749569733,0.058590483,0.47663914559542464,0.7306504138684476
Cd274,0.0003256917129863289,0.055516083,0.47786365874644177,0.7306504138684476
Zkscan14,0.0003114021732203258,0.0553751,0.47791981668268396,0.7306504138684476
Phldb1,0.00015877267041065692,0.039134894,0.48439142061269463,0.7306504138684476
Gm4951,0.00010376538000269432,0.03427014,0.48633086734484265,0.7306504138684476
Cacnb3,0.00011285973414224481,0.033832118,0.48650551210313303,0.7306504138684476
Mafb,0.0012880305773931963,0.031544216,0.48741776521188324,0.7306504138684476
Hist1h2bp,0.0015166541956755178,0.029127115,0.4883816050099793,0.7306504138684476
Ankrd22,0.0015166541956755178,0.029127115,0.4883816050099793,0.7306504138684476
Gm16894,0.0002504254589171334,0.027854495,0.4888891011375606,0.7306504138684476
Cd5,0.00044603785896868105,0.025267508,0.4899207953035896,0.7306504138684476
Csf2,0.0006756434783687006,0.024826832,0.49009654435921,0.7306504138684476
Prg3,0.0007763806640140493,0.024348091,0.4902874765743815,0.7306504138684476
Rtn4rl1,0.00041605579450775014,0.023496138,0.49062725955986036,0.7306504138684476
Il10,0.00032520490378977555,0.020201266,0.4919414090603191,0.7306504138684476
Igf2r,0.00030435083851065696,0.017137958,0.4931632787291156,0.7306504138684476
Pxdc1,0.0001590798282440879,0.014500292,0.4942154231459189,0.7306504138684476
Mapt,0.0002448965949114285,0.014440055,0.49423945172141326,0.7306504138684476
Kazn,0.0001364848274444142,0.010940454,0.4956354774126984,0.7306504138684476
Cd300c,0.00023804971883175158,0.010746761,0.49571274509462937,0.7306504138684476
Treml1,0.00024955911089442315,0.010118958,0.49596318886672663,0.7306504138684476
Tmem151b,0.00010581349760353247,0.0067943246,0.49728947750040176,0.7306504138684476
Mmp11,9.401258581619435e-05,0.0057943175,0.4976884147134315,0.7306504138684476
Bdh2,1.1857767275551449e-05,0.00567717,0.4977351489721583,0.7306504138684476
Pydc3,3.337794363128845e-05,0.0032090852,0.49871976242819394,0.7306504138684476
Crisp3,3.086747881032537e-05,0.0029804853,0.4988109601479023,0.7306504138684476
Slco2b1,4.33089696799356e-05,0.0027325854,0.4989098574989944,0.7306504138684476
Rragd,1.1944203334348219e-05,0.00078224385,0.49968792988677885,0.7306504138684476
Alox8,-4.630032293159482e-05,-0.002205122,0.5008797156980302,0.7306504138684476
1700113A16Rik,-3.711487838053502e-05,-0.0054838234,0.5021877180326848,0.7306504138684476
2310005G13Rik,-0.00010559920192767829,-0.006664023,0.5026585407765056,0.7306504138684476
Sytl3,-0.00010559920192767829,-0.006664023,0.5026585407765056,0.7306504138684476
Megf10,-8.347489177292136e-05,-0.007436512,0.5029667117266525,0.7306504138684476
Map1a,-8.347489177292136e-05,-0.007436512,0.5029667117266525,0.7306504138684476
Sema4f,-9.530966090878346e-05,-0.0076922053,0.5030687156426503,0.7306504138684476
Apol9b,-5.8457173687311786e-05,-0.008184493,0.5032651036843001,0.7306504138684476
Sh2d4a,-7.339154937999269e-05,-0.008336784,0.5033258572214225,0.7306504138684476
Sema6d,-0.00011280402663616198,-0.00893749,0.5035654952426205,0.7306504138684476
Il7r,-0.00012337264327362595,-0.009136391,0.5036448419011278,0.7306504138684476
Dusp8,-0.0001705769870876798,-0.01195674,0.5047699355350483,0.7306504138684476
Plcxd1,-0.00013782560575294962,-0.012084949,0.5048210796947201,0.7306504138684476
Ptpn5,-0.00035366638325445984,-0.014476349,0.5057750258331137,0.7306504138684476
Neurl1a,-0.00012741890648674227,-0.015974078,0.5063724642225643,0.7306504138684476
Lif,-0.0001102580624518242,-0.016767124,0.5066888011578484,0.7306504138684476
Ids,-7.557553326675581e-05,-0.016871028,0.5067302469678088,0.7306504138684476
Oscar,-0.0004391549388692948,-0.021144016,0.5084346133650577,0.7306504138684476
Itgb2l,-0.00040752731489669295,-0.021352611,0.5085178122522347,0.7306504138684476
Slc27a4,-0.0001568016472448257,-0.021690527,0.5086525898131559,0.7306504138684476
Gpr179,-0.00024386756108322018,-0.025360877,0.5101164415309828,0.7306504138684476
Myo15,-0.00018763453611291396,-0.026955336,0.510752321241176,0.7306504138684476
Adtrp,-0.0005873354132561543,-0.02703112,0.5107825435031118,0.7306504138684476
Ecm1,-0.00013164232435158415,-0.027877728,0.5111201637999547,0.7306504138684476
Cort,-0.000819645274393802,-0.02840277,0.5113295424986191,0.7306504138684476
Tle2,-0.0003208599142716827,-0.02875013,0.5114680629044883,0.7306504138684476
Crisp1,-0.00015927999174498758,-0.029111547,0.5116121868939145,0.7306504138684476
Txlng,-0.0002627672606927698,-0.03053375,0.5121793111872993,0.7306504138684476
Gm10584,-0.0004114144241590651,-0.031332236,0.5124977087078469,0.7306504138684476
S1pr4,-0.00016527138867126112,-0.031768303,0.5126715879387845,0.7306504138684476
2510003D18Rik,-0.00028378056617157455,-0.03256235,0.5129882024753258,0.7306504138684476
G630025P09Rik,-0.00028378056617157455,-0.03256235,0.5129882024753258,0.7306504138684476
Ddx23,-0.00088967142898574,-0.03296762,0.5131497952922703,0.7306504138684476
Egr2,-0.0004753275078468701,-0.03423847,0.5136565045992334,0.7306504138684476
Tmx1,-0.0009861416668143878,-0.034379866,0.5137128806976566,0.7306504138684476
Myo1d,-0.00017273482736226883,-0.03499079,0.5139564580445126,0.7306504138684476
Ppm1n,-0.000822105932424683,-0.03614265,0.5144156930225271,0.7306504138684476
Meis3,-0.00036203935174201706,-0.03691419,0.5147232866304429,0.7306504138684476
Gm10638,-0.00031557325340475685,-0.037383933,0.5149105581863581,0.7306504138684476
Sh2d2a,-0.0008174425797975818,-0.039548647,0.5157735152970592,0.7306504138684476
Dopey2,-0.0002332726338684874,-0.04061879,0.5162000972504494,0.7306504138684476
