,pvalue,R2
Dennd2a,0,0.233041066462605
Mmp25,0,0.232601218875103
Ier5,0,0.232514101584396
Frmd4b,0,0.232347547359771
Olfr160,0,0.232325162459176
Cdhr2,0,0.232049095325246
Gm5105,0,0.231988987428365
Mug1,0,0.231956554505767
Ppm1l,0,0.231789285500017
Gm4673,0,0.231631193620412
Adam21,0,0.231468992832253
Olfr697,0,0.231444500861234
Nrp1,0,0.231333260236379
Gpr152,0,0.231263257569687
Gm10549,0,0.231211013803048
Ptpn5,0,0.230862902554992
Olfr1286,0,0.230778308467838
1700041G16Rik,0,0.230759132672194
Phldb3,0,0.23073178307925
Olfr412,0,0.230722023755187
Gm43754,0,0.230672005571289
Slc15a5,0,0.230634951690949
Srsf12,0,0.230257375945427
Trp53cor1,0,0.230235658530827
Cxxc5,0,0.230141157523819
Arl4c,0,0.230133796180468
1700095J12Rik,0,0.22991612886764
Ltf,0,0.229865357008682
Redrum,0,0.229632324749939
Rgs22,0,0.229578224613631
Fgl2,0,0.229463419673039
Gpr137c,0,0.229437033860583
Ttf1,0,0.229359432274371
Gm4265,0,0.229239334154254
Ifitm1,0,0.228888186105307
Scgb3a1,0,0.228769696948283
Tpk1,0,0.228741976767515
Myc,0,0.228721725696185
Ifit1bl2,0,0.228411792913669
Cdh13,0,0.228362376944637
Myt1,0,0.2283233328533
Emcn,0,0.228189620201326
Tmem45a2,0,0.228172831928932
Znrf4,0,0.227924269552688
4930597A21Rik,0,0.227600621837636
Tspan12,0,0.227324687001025
Prkg1,0,0.22724851556851
Ccr5,0,0.227214874968902
Serpinh1,0,0.227091073074886
4930458D05Rik,0,0.226774982626322
Frzb,0,0.226753368183362
Gm10369,0,0.226653095141717
Cxcl15,0,0.226636784438301
1700001C19Rik,0,0.226391426641944
Scrg1,0,0.226373718704748
Arfgef2,0,0.226293939768274
Gimap6,0,0.226266160950385
Atp1b1,0,0.226233946279514
Calml3,0,0.226162395123446
Itgb7,0,0.226026471118982
Tekt5,0,0.225863001375328
Cd68,0,0.225227297524278
Pdgfrb,0,0.225211150697572
Olfm4,0,0.225004190273134
Phex,0,0.224862829959457
Abtb1,0,0.224494244602844
Fam19a3,0,0.224391432650363
Hip1,0,0.224345338110499
Dpys,0,0.224248792570841
Gria1,0,0.22413256489773
Rbp1,0,0.22405319525995
Ccdc106,0,0.224037204023558
Cd14,0,0.223862893901828
Olfr845,0,0.22383846859712
Plxnb1,0,0.223782117738005
Tcp11l2,0,0.223655829076937
Tmbim7,0,0.223638511460517
Wdr20rt,0,0.223575064737385
Olfr452,0,0.223543347219648
Cyp2b13,0,0.22333477345077
Gm8439,0,0.223231386837168
Irgc1,0,0.222973162408587
Ssbp3,0,0.222955678247646
Gp5,0,0.222027412449782
Il1rapl2,0,0.221975142081432
4930487D11Rik,0,0.221421957975135
Snai1,0,0.221403895923307
Fah,0,0.221365222755939
Gm26621,0,0.220907408228523
Cerkl,0,0.220406254081713
Fbxo10,0,0.220230598872772
Tmtc1,0,0.220014410471652
Prss32,0,0.219782241311851
Hipk4,0,0.219714054983981
2610301B20Rik,0,0.219561877850101
Sema4b,0,0.219243649825404
Akr1c20,0,0.21901338673728
Asprv1,0,0.218896855774698
Fmo1,0,0.21887240579366
Sox17,0,0.218865300539393
Serpinb9,0,0.218777774394585
Chst15,0,0.218719399096214
Cdkn1b,0,0.21859010539263
Slitrk6,0,0.218588405815784
Sv2a,0,0.218193599438298
Il10ra,0,0.217862114243024
Gm43003,0,0.217850715135178
Ypel1,0,0.217473514358658
Per2,0,0.217365524120957
Clic5,0,0.21720153466008
Ppp1r1a,0,0.216021012145106
BC030870,0,0.215920145678386
Gm13398,0,0.215649878488874
Rragb,0,0.215483474905032
Casp6,0,0.215243532310723
Usp18,0,0.215165348259724
Lingo2,0,0.215121789544203
Cdkn2a,0,0.214993085454336
Cacna1g,0,0.214538123019633
Enc1,0,0.214521717883852
Tdgf1,0,0.213820005499191
Gm16565,0,0.213632453125465
Bcl2l11,0,0.213408090491092
Ms4a8a,0,0.213406113829801
1700011I03Rik,0,0.213367334540461
Gm13180,0,0.213351789739311
Rasgrp4,0,0.212849245919673
Serpinb10,0,0.212786261573834
Zpld1,0,0.212476698134069
Gm12200,0,0.212476698134069
Sprr1b,0,0.212476698134069
1700007B14Rik,0,0.212021274014588
Lrrc48,0,0.211782857974889
G6pc,0,0.211728768357102
3300002P13Rik,0,0.211709912090678
Gm26728,0,0.211494383522996
Ddt,0,0.211470689255667
Slc26a3,0,0.211192247799661
Plpp1,0,0.211183537466285
Olfr1412,0,0.211064775791655
H2-Q7,0,0.210680341709034
Ccr6,0,0.210672981625875
Znfx1,0,0.210623388134351
Il1f9,0,0.210549436335659
Il1r1,0,0.210367870736148
Sox5,0,0.21023777196796
6430531B16Rik,0,0.210223474845675
Ckap2l,0,0.21007551676276
Cfap161,0,0.210051103025352
Tmem190,0,0.209908709114537
Gm16240,0,0.209872853047724
4930505O20Rik,0,0.209767461117895
Gm15406,0,0.209621893533941
Ccbe1,0,0.209469313353478
Tmem125,0,0.209250887672777
St8sia1,0,0.20916085723039
Spib,0,0.20911903846457
Itpr2,0,0.209041678241067
Hao1,0,0.20882477343812
Arhgef3,0,0.208774233118781
Col17a1,0,0.208557907540394
Sult4a1,0,0.208528115925308
Aldoc,0,0.208400982252801
Camk2a,0,0.208208309113105
Vmn1r46,0,0.20811040650366
Cd28,0,0.207824508128797
Slfn4,0,0.207768031702016
C330021F23Rik,0,0.207675548242118
Mcpt2,0,0.207190573190846
Zfp773,0,0.207011124891615
Ankrd36,0,0.206889364480876
Ly6a,0,0.206661970134729
Lrp3,0,0.206070154965523
Ednra,0,0.206064181749113
Il4i1,0,0.205992018893572
Sncg,0,0.205930395036649
Smad3,0,0.205823839823368
A930024N18Rik,0,0.205777596619051
Nr4a1,0,0.205648246198552
Mkx,0,0.205397219750626
1700056E22Rik,0,0.2052354622835
Rab7b,0,0.205154136443657
Aoc1,0,0.205139708633667
Ankrd22,0,0.204825037491023
Gm29264,0,0.204397032160916
Rsf1os2,0,0.204320084297159
Adgrb2,0,0.204052296155827
Phf11c,0,0.203512235817192
Cmtm8,0,0.203492301869206
Zfp784,0,0.203398868137868
Ppp3cc,0,0.203204823529188
Slc39a2,0,0.203140816689429
Gm13415,0,0.203119167186445
Tnfrsf18,0,0.202975048341275
Dcpp3,0,0.202525078266254
Celrr,0,0.202507004098674
Nme3,0,0.202473072703931
Dusp1,0,0.202004650295646
Cfb,0,0.20192332287067
Tbc1d9,0,0.201864287493947
Pnmt,0,0.201693984502492
Hist1h1t,0,0.201693984502492
Lpl,0,0.201689916713662
Ccdc180,0,0.201459868234691
Calcb,0,0.201439700839907
4921504E06Rik,0,0.20142330703432
Dio2,0,0.201212597707323
Krt18,0,0.200898540654457
Clec2d,0,0.200622574831696
I830077J02Rik,0,0.200099241176116
Olfr70,0,0.200001879725344
Teddm2,0,0.199971271845814
Gm14295,0,0.19989656816997
1700101O22Rik,0,0.199715656547549
Gm16091,0,0.199559538642576
4833427G06Rik,0,0.199547712605238
Tmem215,0,0.199418365882912
Tmem176a,0,0.199326241017337
Il21r,0,0.199279266847173
Krtap28-13,0,0.199219759572206
2310001H17Rik,0,0.199124968511245
Dab2,0,0.198775408200224
Ms4a6b,0,0.198760801512829
P2rx5,0,0.198504474276147
Brwd3,0,0.198489068133293
Pnpla7,0,0.198406817191563
4933413L06Rik,0,0.198009088088964
Olfr677,0,0.198009088088962
Gm15979,0,0.197888524071519
Zfp358,0,0.19784721352644
Vangl2,0,0.197705106435397
Zyx,0,0.197436057731443
Fam20c,0,0.197312386791376
Xaf1,0,0.197289791633762
Map7d2,0,0.197133311321536
Crym,0,0.197057555876211
Gpr137b,0,0.197013995328363
Serpina3n,0,0.196993210636605
Neat1,0,0.196969151441828
Adam11,0,0.196912504399133
Bnc1,0,0.196892772082593
Enkur,0,0.196807715246824
Dok2,0,0.19672732444508
Kctd19,0,0.196647476002893
Platr25,0,0.19630585580094
Cfp,0,0.196205543133214
Cldn1,0,0.196159948326082
Ighd,0,0.195941460099113
Tnfsf15,0,0.195940813792836
Bcl2a1b,0,0.19590575141719
Phlda1,0,0.195600904451399
Olfr1496,0,0.195276217402015
Tm4sf4,0,0.195129166416851
Ahnak2,0,0.195017151292768
Icos,0,0.194768746288078
Fmn2,0,0.194647499282258
Bhlhe40,0,0.194433913562784
Cemip,0,0.194410202635217
Tcf15,0,0.194257242336396
Pou6f2,0,0.193823447663958
Cd72,0,0.19380933548303
Prrt4,0,0.193688356056228
Pkib,0,0.193394835647753
4930588K23Rik,0,0.192988983208215
Slc7a3,0,0.192792663293943
Kcnj8,0,0.192543808652152
Reln,0,0.192388477057901
Arid3c,0,0.192341728926095
Slc25a29,0,0.192324275224982
Trbc2,0,0.192225275942105
Gm9917,0,0.192225275942103
Asgr2,0,0.192027341105288
Mylk,0,0.191659321257663
Tmem54,0,0.191621663019941
2900089D17Rik,0,0.191597986075881
Lrrn4,0,0.191308518978957
P2ry10,0,0.191222317718656
Gm11730,0,0.191212180977875
Col2a1,0,0.19112783486144
Bglap3,0,0.190792646087367
Olfr112,0,0.190689493984824
Slc39a4,0,0.190683282828611
Gm10419,0,0.19046572764018
Rasl10b,0,0.190435713127769
Mfi2,0,0.190146616311797
Tbx19,0,0.190069714484873
Abcg1,0,0.18951301536964
Entpd3,0,0.189287885607158
Etohd2,0,0.189282945591886
Apobec1,0,0.189257504041083
Gm26705,0,0.189148300032624
Gm10814,0,0.189098697635384
Gm28441,0,0.189098697635383
Hapln3,0,0.188804606593083
Gm17540,0,0.18850642645229
Espnl,0,0.188278791369803
Mark1,0,0.187983368392883
Spp2,0,0.187786631817139
Fcrl1,0,0.187716758669434
Car9,0,0.187715018667834
Gm17590,0,0.187431213831358
4930448I06Rik,0,0.187362088639243
Kank2,0,0.187279491830704
Slc15a3,0,0.187117152319253
Klrk1,0,0.186745758307781
Bcl11a,0,0.186733264402493
Iqsec1,0,0.186636026568936
Gm1965,0,0.186504060805163
Fam160a1,0,0.186243368896141
Ighg2c,0,0.18621760144127
Trim30b,0,0.186064007605968
Gm8394,0,0.185930400532011
Tceal7,0,0.185906852801477
Gm16142,0,0.185780625679639
Abtb2,0,0.185766573918516
Aicda,0,0.185762308357927
Lag3,0,0.185757918561211
Mex3a,0,0.185714946920915
Gm12367,0,0.185637820627772
Tmem35,0,0.185454574159369
Gadd45g,0,0.185429909983056
Tpd52l1,0,0.18518044289811
Skap1,0,0.185035984733566
Cyth1,0,0.184877853514012
Klrb1b,0,0.184641069899573
Efna1,0,0.184631739934917
Cd164l2,0,0.184520511454176
Megf10,0,0.184465755577358
Ankrd60,0,0.18439749635535
Fmn1,0,0.184193641451935
Gm14643,0,0.184034617580866
D630039A03Rik,0,0.184001985253159
Gata6,0,0.183879832257882
Mybpc1,0,0.183663587278152
Ctsf,0,0.183314176501817
1110032F04Rik,0,0.183302253940866
Dusp2,0,0.18313229602043
Mir142hg,0,0.183123277902131
Nyap1,0,0.183108831896467
Pdzk1ip1,0,0.182925945100714
Rras2,0,0.182849705216872
4930565D16Rik,0,0.182776404427404
Cldn8,0,0.182720123890566
Slc22a28,0,0.182697490291829
Bex1,0,0.182661036034338
Ror1,0,0.182617120632913
Shisa4,0,0.182413545467528
Dlk1,0,0.18228486758913
Lrch2,0,0.182149266075579
Rnase6,0,0.181835298387428
Ppp2r2b,0,0.181779105377567
Glt6d1,0,0.181779105377567
S1pr1,0,0.1817657946877
Ptafr,0,0.181735040914508
Ahr,0,0.181373237774223
Osbpl10,0,0.180987846033767
Tmem92,0,0.180773236863147
C230037L18Rik,0,0.18068311210974
AA986860,0,0.18059720552254
Acsm3,0,0.180574455082567
Irf1,0,0.180478230996192
2310003L06Rik,0,0.180152987625527
Opn1sw,0,0.179981677036672
Sstr2,0,0.179817361117017
Actl9,0,0.179687781697811
Car2,0,0.179684173863051
Arhgap25,0,0.1796583003259
Gm26583,0,0.179578148156495
Cacnb1,0,0.179145753993499
Rpl3l,0,0.179132465843915
Slc14a1,0,0.179109199963846
Eps8l1,0,0.178918174312169
Hrh1,0,0.17868073002046
Arpp21,0,0.178619592578149
Gm11782,0,0.178552585363024
Ush1c,0,0.178498940999079
Cdc42ep2,0,0.178199506672501
Fam71d,0,0.17815624484128
Slc17a7,0,0.178074554788537
Nbl1,0,0.178050218985256
Epha2,0,0.177999111422073
Axl,0,0.177873473966781
Ptgs2,0,0.177763889196053
Dennd1a,0,0.1777009081104
Gng11,0,0.177636081387054
Fos,0,0.177454698546732
Fam214a,0,0.177349284508248
A530064D06Rik,0,0.177246328375617
Selm,0,0.176990414994487
Peak1,0,0.176762244788221
2700069I18Rik,0,0.176760544373536
Traf1,0,0.176736978326589
Cd200r2,0,0.176564645893779
Myo1e,0,0.176448040248645
Calml4,0,0.176129022302459
1700001C02Rik,0,0.176102227821688
Kctd11,0,0.176065528401213
Nmb,0,0.175198535052865
A630073D07Rik,0,0.17508123740152
Pex11g,0,0.175016903857701
Adcyap1r1,0,0.174901977918896
Crhbp,0,0.174846951758747
Gm43477,0,0.174805878070898
9130019P16Rik,0,0.174775363711688
Gm5483,0,0.174357718283973
Zfpm2,0,0.174345561142057
Rbm11,0,0.173888741695313
Gm1661,0,0.173882689286298
Gm16897,0,0.173781640765181
Ighg2b,0,0.173706283683909
Sostdc1,0,0.173698180958202
Slc15a2,0,0.173312876678247
1700016K19Rik,0,0.173286622886922
Kdm5b,0,0.173285703301435
Il12a,0,0.172967566775011
Tmcc1,0,0.172912674006909
Ctxn1,0,0.172859284242029
Nrip2,0,0.172447776717881
Kif26b,0,0.172396937983858
Tubb3,0,0.172356705838582
Bex6,0,0.172265036267876
Serpinb5,0,0.172215058606449
Cpe,0,0.172063047522073
Fam71e1,0,0.171810533069474
Ramp3,0,0.171782674572242
Cx3cl1,0,0.171629818921117
Gm10311,0,0.171421494072844
Gm13346,0,0.171243965743654
Arx,0,0.17121827666218
Klk12,0,0.171094293369924
1700061F12Rik,0,0.171077255731908
Gm11465,0,0.170888177674161
Kmt2a,0,0.17086895765495
Rassf3,0,0.170642872992475
Alox15,0,0.170587017550763
Dcaf12l1,0,0.170392291349369
Pvr,0,0.170361579787769
Sytl1,0,0.170314998476934
Foxo1,0,0.170166161680773
Spsb1,0,0.170163015102132
Bhlhe23,0,0.170160522986135
Coro2b,0,0.170133311839821
4932415M13Rik,0,0.170081603564329
Gm4262,0,0.169774323743714
Hacd4,0,0.169725412651575
Triqk,0,0.169676493143831
A630033H20Rik,0,0.169261288139567
Rtp2,0,0.169112150968711
Rab3gap2,0,0.168735706693611
Atf5,0,0.168555917864915
Gck,0,0.168502991519498
Ampd3,0,0.168486612983171
Strc,0,0.168375780746829
Gm16023,0,0.168369816575877
Olfr616,0,0.168226985451454
Cetn1,0,0.167986200656999
Hilpda,0,0.167846377034945
Gm11714,0,0.167838071245319
Fgf10,0,0.167704814259455
Gm26707,0,0.167609912799263
Zdhhc1,0,0.16756051113122
Ifit3,0,0.167470381302143
Moxd1,0,0.167239580582548
Gm43255,0,0.16723555047242
Gm15328,0,0.167002005323508
Pcdhb10,0,0.166977510534267
Gm15169,0,0.166943326494618
Erc2,0,0.166929296484254
Lurap1,0,0.166922596532708
Gm14005,0,0.16692244837738
Klk7,0,0.166900889041567
Cyp4a12a,0,0.166894182416135
Rxfp4,0,0.166892330039897
Gm13427,0,0.166892330039896
Npy2r,0,0.166892330039896
Mstn,0,0.16687643752104
Insl6,0,0.166824480554567
Rgs17,0,0.166732032419979
Irx2,0,0.166439667831357
Ppp1r16b,0,0.166435688877595
A930024E05Rik,0,0.166283044061773
Ufsp1,0,0.165978178336195
Ccdc7a,0,0.165921020770351
Tmcc3,0,0.165704454736016
Card11,0,0.165673363642558
Ffar1,0,0.165651328233434
Gm973,0,0.165591306151794
Pyhin1,0,0.165542621229374
Gm14540,0,0.165535679664775
Rhod,0,0.16541163933938
Zmynd15,0,0.165156352188569
Arf4os,0,0.165155199417751
Htra3,0,0.165098161671964
Cnfn,0,0.165051242090882
Ankdd1b,0,0.164743522708159
Dio1,0,0.164719590533165
Dpep2,0,0.164651968855953
Ctsll3,0,0.164616354086676
Nr2e3,0,0.164527545963664
Nhlh2,0,0.164412312063575
AW112010,0,0.16439606668285
Camk1d,0,0.164166198773062
L3hypdh,0,0.164061210915218
Prnp,0,0.163975300003115
Gm19757,0,0.163957754302834
Gcnt2,0,0.163953464727565
4930463O16Rik,0,0.163946735113717
Zfp872,0,0.163860735436027
Zfp457,0,0.163788903881435
Ttc36,0,0.163653760676088
Olfr699,0,0.163400708864627
Gm10522,0,0.163393452368455
Wfdc17,0,0.16338645995335
Dtx3l,0,0.163316288030963
Gm37896,0,0.163260921106046
Cpne5,0,0.163216793036676
Glt28d2,0,0.163183527699249
Rfx8,0,0.163083601765358
Ckmt1,0,0.163007277213663
Atf3,0,0.162917800035099
Kcnma1,0,0.162661285338779
Gm27226,0,0.162532459730528
Oxgr1,0,0.162412614998965
Nkx1-2,0,0.162410024777425
Clec4f,0,0.162222608427123
Olfr618,0,0.162222608427123
Tbxa2r,0,0.162206004401954
Zfp36l1,0,0.162186420542437
Tnp2,0,0.162186087871475
Nat8l,0,0.16215230845303
Nwd2,0,0.162069488337587
Gm4070,0,0.162043310137851
Gm15545,0,0.16165137343257
Mmp9,0,0.161550403298031
Gm42884,0,0.161523887145964
Chrna6,0,0.161360430121173
Nov,0,0.161356975206894
Fam163a,0,0.161331665055567
Gstt1,0,0.161161560390213
Sphkap,0,0.160987931956452
Sval2,0,0.160917565412272
Gm14703,0,0.160877246990514
Gm44875,0,0.160626346262767
Svop,0,0.160498333017155
Gpr1,0,0.160479311016187
Ntng2,0,0.160444178933044
Hspb7,0,0.160034087576383
Dscam,0,0.159522090884935
Ccr4,0,0.159434931619603
Rab40b,0,0.159316557807361
Gzma,0,0.159163739284738
Gm12503,0,0.159085028987529
Olfr1258,0,0.159085028987529
Epgn,0,0.15889529214911
Kpna2,0,0.158603955299644
Defb25,0,0.158570222172973
Lipa,0,0.158422200611817
Vwa3a,0,0.158131084303811
Neb,0,0.158081919730981
Kcnab1,0,0.158060434916352
Pdgfa,0,0.15754659823266
Adamtsl2,0,0.157274299563109
Ifi204,0,0.157253878152069
Snhg7os,0,0.157122815130743
Kcnh2,0,0.157029779325908
Nipal4,0,0.1569929080577
Scel,0,0.156808629029658
Ifitm10,0,0.156798153539977
Tex14,0,0.156722472000243
Bhlha9,0,0.15656161550398
Olfr767,0,0.156465055631463
Elavl3,0,0.156375468492259
1700061G19Rik,0,0.156236079290175
Gabrp,0,0.156138824076367
Fermt1,0,0.156104038570191
Ctsk,0,0.156097554602444
Apol10a,0,0.156021814647952
Ttc28,0,0.156012677718364
Gzmc,0,0.155969876870306
Timm8a2,0,0.155729771982202
Clec4n,0,0.155724932160016
Rsl1,0,0.155519288846045
Boll,0,0.155396236690119
Capns2,0,0.155301112063283
Tcrg-C1,0,0.155235419705557
Btg3,0,0.15515145092908
Sugct,0,0.155101193204043
Hypm,0,0.155021251961671
A930038B10Rik,0,0.155004397967897
Gm26865,0,0.154974980746226
2810471M01Rik,0,0.1545407844012
4930431P03Rik,0,0.154525867064331
Gm7457,0,0.154521359556788
Rxra,0,0.154417044228175
Gm10787,0,0.154367367076649
Gm15684,0,0.154361118161316
Gm15756,0,0.154276741505772
Grhl2,0,0.154240811969972
Col4a5,0,0.15423367734347
Mannr,0,0.154028254522247
Nos2,0,0.154011768644885
Alx4,0,0.153654950329699
Tbc1d4,0,0.153407128749263
Gm37214,0,0.153255990819668
Smarcd3,0,0.153177001308988
Ccdc171,0,0.153112780958537
Tuba3b,0,0.152747430060074
Mei1,0,0.15243540969532
Cpz,0,0.1523570726568
Cd6,0,0.152331581719047
Crybb1,0,0.152284460803466
Tmie,0,0.151952736967988
Tle6,0,0.151775755273436
Ccdc189,0,0.151507631620475
Iigp1,0,0.151433978408004
Zfp935,0,0.151429696092477
Hist1h1a,0,0.15127552259507
Gata4,0,0.151229345223435
Prg2,0,0.151168195854242
Rxrg,0,0.151159530498537
Spata6,0,0.150793297347347
Klhl30,0,0.150606507770972
Ecm1,0,0.150549771561942
Spire2,0,0.150545233877264
Emp1,0,0.150255427425613
Nkx6-2,0,0.150247142924082
Myzap,0,0.150104373057951
Trp63,0,0.15000845177277
Mtmr11,0,0.149884868577773
Zfp37,0,0.149659243226135
Rapgefl1,0,0.149657215282536
Gm13547,0,0.149616898868254
Mcam,0,0.14956635375664
Krt222,0,0.14946867552504
Pcdhb19,0,0.149328738894673
Gpa33,0,0.149250778312969
Gm26511,0,0.149112047516403
Ly86,0,0.14897923091501
Gm26843,0,0.148835419896178
Clec7a,0,0.14881837218088
1700012C08Rik,0,0.148708668851323
Ces2c,0,0.148581860030574
AY512915,0,0.14817055891246
Fmnl2,0,0.148040621761734
Hgsnat,0,0.147913239828675
Tmem151b,0,0.147719543061325
Dnajc22,0,0.147621571587504
Map1lc3a,0,0.147480822052154
Glra1,0,0.14736683784329
Wif1,0,0.147357193275733
Bend5,0,0.147264868645294
1810041H14Rik,0,0.147136485996918
Gm43248,0,0.146726661244839
Phf24,0,0.146701923918262
Kcnd3,0,0.146656725239513
Ncoa7,0,0.146528999988073
Sulf2,0,0.146330755650723
Nacc2,0,0.146139926135748
Prr18,0,0.146060564545928
Pdlim4,0,0.145954030859552
Ehd3,0,0.145952339291804
Dgkb,0,0.145905938221233
Gm15234,0,0.145877904010908
Bsph1,0,0.145877904010907
8030451A03Rik,0,0.145792530127134
Gm16291,0,0.145515395816244
9230110C19Rik,0,0.145100158308729
4930486I03Rik,0,0.145012944718582
Notch3,0,0.145008236083802
Il1b,0,0.144977261341298
Eif2c5,0,0.144968095614673
D930028M14Rik,0,0.14481891044215
Prodh2,0,0.144451291028195
Fam149a,0,0.144441107069449
Cdkl1,0,0.144215250469392
A3galt2,0,0.144109909318734
4930554C24Rik,0,0.144098416361262
Dmrt2,0,0.143995988108437
Gm12784,0,0.143862919158346
Cacna2d4,0,0.143791289764885
Myct1,0,0.143652665681126
Serpine2,0,0.143628302005603
A230001M10Rik,0,0.143612511586253
Tmem156,0,0.143517115062323
Psg17,0,0.143198051559353
Otulin,0,0.143018981333131
BC094916,0,0.143011974535769
Cacng6,0,0.142938632986704
Gm4208,0,0.142918836368842
Olfr1238,0,0.142853912974599
B020004C17Rik,0,0.142853912974598
Hcar2,0,0.142748836422678
Olfr513,0,0.142726212310151
Gm5475,0,0.142596318706467
Capn9,0,0.142549811565305
Ccl24,0,0.142529332068054
Sirpb1b,0,0.142469939998267
Naalad2,0,0.142128004354701
Rian,0,0.142084935699807
Adam12,0,0.142039837308733
B130055M24Rik,0,0.141849078088615
3110099E03Rik,0,0.141836830180815
8030423F21Rik,0,0.141749628667013
Arhgef10,0,0.141664816226251
Tmem136,0,0.141553693746534
Cyp4v3,0,0.141426791662506
Jup,0,0.141398855310436
Tcstv1,0,0.141380775161774
Gm17484,0,0.141275989302189
4930526F13Rik,0,0.141266579473876
Trim34a,0,0.141141711338892
Dok4,0,0.141074635260862
Ddx4,0,0.141049761210066
Slc24a2,0,0.141012789200521
Helt,0,0.140670526537101
Rtp4,0,0.140559543067956
Duox2,0,0.140206132156221
Ros1,0,0.140011589811766
Iqch,0,0.139908302867244
BC048671,0,0.139858052544513
Gm12705,0,0.139844541368481
Spry3,0,0.139741267181525
Lars2,0,0.139735402417613
Baiap2l2,0,0.139391324714168
Sh3bgrl2,0,0.139359409005394
P2rx3,0,0.139235679019809
Pmfbp1,0,0.139218191972759
Rpl39l,0,0.139146215716303
1700016F12Rik,0,0.139015484468641
Atp13a4,0,0.138878115060662
Slc37a2,0,0.13887038570564
Gm13561,0,0.138862269322199
Top2a,0,0.138660739638525
Gp9,0,0.138614901204742
Dnah9,0,0.138507830150338
Trpm2,0,0.1384893161886
Pard6g,0,0.138457334131909
Zfp74,0,0.138279729450388
Tbx3,0,0.13815216647409
Plekha5,0,0.138115458123403
Slc35f1,0,0.137963627513405
Slc35d3,0,0.137921132368522
2310081O03Rik,0,0.137787082213969
9330185C12Rik,0,0.13765282692393
Gm20621,0,0.137599408449297
Gm20508,0,0.137515292710615
Upk3bl,0,0.137262240304182
Irs1,0,0.137214939929655
1700016G14Rik,0,0.137053020087172
Txnip,0,0.137013872802362
Sgsm2,0,0.136814351075355
Ascl3,0,0.136742705650104
Cmya5,0,0.136741346754737
Tmem140,0,0.136315113973359
Kcp,0,0.136240544717489
Myh8,0,0.135984990538017
Cyp2b19,0,0.135905555764791
Gm17116,0,0.135825508647049
Serp2,0,0.135726550562482
Hcst,0,0.135620108708834
Klra2,0,0.135331179328205
A430093F15Rik,0,0.135281163976458
Stat1,0,0.135094789996464
Usp17lc,0,0.134854019220599
Als2cl,0,0.134721332358991
Gm4951,0,0.134710333456598
Gm11992,0,0.13439671648608
Srpx2,0,0.134232879604201
Cryba2,0,0.134203341637711
Psors1c2,0,0.134080684806305
Gm15704,0,0.133883927780132
Gdnf,0,0.133829836428184
AI607873,0,0.13376986406733
Smoc2,0,0.13376109454743
Shroom2,0,0.133755515263476
1700047G03Rik,0,0.1337459128964
Chd2,0,0.133584381630814
Tnf,0,0.133556633798063
Gm28499,0,0.133453171062471
7530428D23Rik,0,0.133228841059453
Mecom,0,0.133149196550289
Gucy2e,0,0.133101933601275
Cyp2c50,0,0.133013864562687
4932443L11Rik,0,0.133005721950438
Sirpb1c,0,0.132925658232468
9630001P10Rik,0,0.132701685370453
Maff,0,0.132618499333475
Gm26517,0,0.132530723512763
Plpp6,0,0.132504119415484
Olfr658,0,0.132418818071573
Gm12860,0,0.132370607657044
Inhbc,0,0.132285620960296
Pfn2,0,0.132007043115711
4930513O06Rik,0,0.131931237336061
9930111J21Rik2,0,0.131796682629625
Rasl12,0,0.131686315922149
Jakmip1,0,0.131395266886412
Kcnh6,0,0.130871424719822
Sgk1,0,0.13085734878742
A430034D21Rik,0,0.130821081857448
Dsc2,0,0.130809815893511
Gm5814,0,0.130760419639066
Igkv9-123,0,0.130744158014259
Slc6a4,0,0.130495874413018
Hist1h2br,0,0.130476470362327
Gm4985,0,0.130414633366023
Lncpint,0,0.130380690536699
Olfr132,0,0.1303398915013
Dbp,0,0.130326207938349
4933428C19Rik,0,0.13026694466803
Tsga10ip,0,0.130134366292491
Olfr1427,0,0.129996154697784
Il17ra,0,0.129951477823507
Gm16052,0,0.129914557977814
Prrx2,0,0.129840837339932
Myo1a,0,0.129826865503816
Mill2,0,0.12981656724555
Cd96,0,0.129738221850611
Ifi44,0,0.129414602166409
Gm10640,0,0.128907344171064
Stat2,0,0.128756432452901
Fzd10,0,0.128747937637685
Actl7a,0,0.128711544461391
Tnnc2,0,0.128131285417195
Sema7a,0,0.127997879785373
Syn2,0,0.12781050405009
Scgb1b27,0,0.127807018008184
Col6a5,0,0.127764197131754
Grap,0,0.127636735840948
Plxna1,0,0.127533048308207
Ankrd6,0,0.126945349730741
Ifi27l2a,0,0.126901323849206
Mir670hg,0,0.126829148864061
Fam184a,0,0.126824702502717
Ube2l6,0,0.126486106430012
Klhl34,0,0.126200745871136
Gm44591,0,0.126170309696475
Tagln3,0,0.12578039680739
Gm20109,0,0.125767304527047
Wwc1,0,0.125729995599224
Ccdc54,0,0.125721953649592
Cnp,0,0.125682846485854
Olfr355,0,0.125628368511818
Dapk2,0,0.125386519886329
Frmpd3,0,0.125087217613191
N4bp3,0,0.12507618768282
Zfp963,0,0.124990255803568
Trnp1,0,0.124712914648545
Gm14403,0,0.124625492001976
Tlx3,0,0.124625492001975
Gm44696,0,0.124614084603982
Hspb8,0,0.124582245755403
Ism1,0,0.124563462456731
Cd22,0,0.124529553276259
Hoxc12,0,0.124420415432172
Src,0,0.124390018946588
