Apoa1	0.02272382564842701
Kng1	0.0154161611571908
Crabp1	0.01371951773762703
Ptn	0.013408751226961613
Sfrp1	0.013227442279458046
Spink1	0.012681021355092525
Plac8	0.011558928526937962
Nupr1	0.011091411113739014
S100a4	0.011017448268830776
Dlk1	0.010710520669817924
Mgp	0.010522725991904736
Igfbp6	0.010362978093326092
Ctla2a	0.010265127755701542
Actb	0.010088835842907429
Ltbp2	0.00953693874180317
Anxa8	0.00931311585009098
Sorbs2	0.009244579821825027
Cthrc1	0.009240870364010334
Actg2	0.008987869136035442
Col1a2	0.008951094932854176
Stmn2	0.008864877745509148
Trp53inp1	0.008799864910542965
Mest	0.008715265430510044
Grem1	0.008561601862311363
Igfbp4	0.008541478775441647
Ogn	0.00852839183062315
Crlf1	0.008446145802736282
Ezr	0.00839890819042921
Csrp1	0.008376470766961575
Igfbp3	0.008355451747775078
Rpl39l	0.008245360106229782
Perp	0.008147014304995537
Timp1	0.008032495155930519
Serpinb11	0.008013047277927399
Gsta4	0.007899457588791847
Hs6st2	0.007829207926988602
Arl6ip1	0.007785240653902292
Rbp1	0.007675694301724434
Ndnf	0.00765882758423686
Gpc3	0.007628126535564661
Fgf7	0.007553140167146921
Npnt	0.007540431804955006
Ank	0.007524454966187477
Cd9	0.0075240531004965305
Fst	0.007515418343245983
Fbn2	0.0075004324316978455
Peg3	0.007473787292838097
Sned1	0.007402693387120962
Clca3a1	0.007385099306702614
Col6a1	0.00729794567450881
Col10a1	0.007265529129654169
Pdcd4	0.007254659663885832
Nrk	0.007244444917887449
Cd44	0.00722493277862668
Acta1	0.007185886148363352
Angptl7	0.00711689842864871
Akap12	0.006979463621973991
Hoxb9	0.006936042103916407
Crim1	0.006921875756233931
Plk2	0.0068859802559018135
Klf4	0.006885309237986803
Nes	0.006850399076938629
Tagln2	0.006830194033682346
Svep1	0.006803796626627445
Col5a2	0.006802646443247795
Cav1	0.006792299449443817
Cdkn1c	0.0067755477502942085
Fhl1	0.0067437803372740746
Slc6a6	0.006713511887937784
Spats2l	0.006607736926525831
Fth1	0.006581802852451801
Ptgs2	0.006548083387315273
Ecm1	0.006539300084114075
Abhd2	0.006525692995637655
Col3a1	0.0065252953208982944
Tmtc3	0.006524304393678904
Net1	0.00650367233902216
Scpep1	0.006489623803645372
Cxcl14	0.0064736236818134785
Id1	0.006458957213908434
Inhba	0.006451822817325592
Ly6a	0.006396980956196785
Col4a2	0.0063819894567132
Serpine1	0.006379655096679926
Igfbp2	0.006364076863974333
Gpc4	0.006358209066092968
Cdh11	0.00631817476823926
Emp1	0.006294849794358015
Tm4sf1	0.00629429379478097
Loxl2	0.006256618071347475
Atp1b1	0.0062484475784003735
Cox6b2	0.006240515969693661
Kitl	0.006232329178601503
Thsd7a	0.006220037117600441
Rflnb	0.006215433590114117
Txnip	0.006204018834978342
Cavin2	0.006203438155353069
Col12a1	0.006200989708304405
Stmn1	0.00618985528126359
Ccnd2	0.00618408527225256
